Date,Ticker,Close,BBHigh,BBLow,ATR,RsiD,RsiW,RsiM,Sma20,Sma50,Sma150,SwingHigh,SwingLow,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol,RSITrend,PriceTrend,Entry,Target,StopLoss,Shares,Adx_D,Pdi_D,Mdi_D,Market_Decision,Adx_W,Pdi_W,Mdi_W
2026-07-06,ABB.ST,1040,1080.21,942.27,28.66,57.31,72.35,78.87,1011.24,985.12,831.4,1058.5,940.8,10.37,-3.72,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,1041.67,1127.64,984.35,3,22.22,18.12,20.26,SELL,47.61,26.33,8.89
2026-07-06,AZN.ST,1813,1892.27,1625.08,49.25,55.91,55.07,58.9,1758.67,1736.94,1755.95,1895.5,1658,11.56,-4.19,Neutral,High,Neutral,Neutral,WAIT FOR VOLUME,Mixed,1849.67,1997.42,1751.17,2,50.16,24.24,21.5,SELL,38.11,30.26,14.92
2026-07-06,INVE-B.ST,403.75,409.53,371.74,6.03,66.55,69.76,78.62,390.63,381.07,358.75,407.65,372.9,8.61,-1.41,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,405.63,423.71,393.58,16,65.22,27.9,4.96,,51.99,36.05,6.45
2026-07-06,LUG.ST,553.8,592.73,494.65,22.84,48.98,41.45,54.67,543.69,584.1,693.85,607.4,501.2,11.96,-6.57,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,560.73,629.26,515.05,4,26.8,33.27,27.75,SELL,40.2,15.84,33.28
2026-07-06,LUMI.ST,238,274.06,217.79,9.91,43.66,51.17,63.41,245.93,254.02,233.96,280.2,222.4,9.28,-13.16,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,238.4,268.14,218.57,10,21.81,21.29,26.6,SELL,23.01,23.96,33.35
2026-07-06,NDA-SE.ST,188.1,188.93,172.22,2.74,69.5,66.45,72.91,180.58,176.28,173.28,188.25,172.35,9.22,-0.44,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,187.93,196.15,182.45,36,52.95,43.56,6.09,BUY,46.42,34.64,7.95
2026-07-06,SAAB-B.ST,587.7,571.27,466.03,21.3,69.74,53.17,62.4,518.65,532.2,587.45,589.7,480.9,26.11,2.88,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Mixed,580.37,644.27,537.77,4,56.85,54.38,4.59,BUY,29.29,31.85,18.67
2026-07-06,SEB-A.ST,198.9,200.37,181.9,2.44,70.57,61.73,66.24,191.13,185.67,188.13,198.9,181.5,9.35,-0.74,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Mixed,198.55,205.86,193.68,41,49.25,46.67,6.97,BUY,47.55,32.33,8.26
2026-07-06,SHB-B.ST,239.2,241.47,222.39,3.11,69.25,59.93,66.82,231.93,226.46,228.9,239.4,221.4,7.56,-0.94,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Mixed,238.47,247.81,232.24,32,36.67,28.57,7.31,BUY,38.43,31.26,9.95
2026-07-06,SWED-A.ST,367.4,372.58,333.18,5.02,69.94,69.12,74.73,352.88,339.39,333.11,367.6,331.6,10.27,-1.39,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,367.17,382.23,357.12,19,71.21,30.28,2.85,BUY,48.36,40.93,9.47
2026-07-06,VOLV-B.ST,342.4,339.67,306.12,7.39,66.54,62.03,63.03,322.9,321.27,317.39,344.7,305.3,11.85,0.8,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,342.37,364.55,327.58,13,63.84,43.14,2.86,BUY,24.47,28.81,11.24
