Date,Ticker,Close,BBHigh,BBLow,ATR,RsiD,RsiW,RsiM,Sma20,Sma50,Sma150,SwingHigh,SwingLow,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol,RSITrend,PriceTrend,Entry,Target,StopLoss,Shares,Adx_D,Pdi_D,Mdi_D,Market_Decision,Adx_W,Pdi_W,Mdi_W
2026-04-27,ABB.ST,910.2,947.68,724.62,22.91,70.99,72.52,74.01,836.15,815.6,734.99,928,734.8,25.61,-3.96,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,915.2,983.94,869.37,4,77.95,37.83,1.8,,45.66,41.85,9.6
2026-04-27,AZN.ST,1748,1932.62,1753.58,35.57,36.09,50.99,56.97,1843.1,1825.12,1705.65,1925.5,1729,-0.32,-9.55,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,1751.5,1858.21,1680.36,2,48.06,6.83,44.11,ACCUMULATE,26.11,17.63,37.73
2026-04-27,INVE-B.ST,372.25,392.91,346.43,6.89,53.9,61.59,73.25,369.67,362.76,335.38,387.05,342.4,7.45,-5.26,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Strong Uptrend,373.42,394.07,359.65,14,39.82,21.06,25.16,SELL,35.33,28.49,12.79
2026-04-27,LUG.ST,671,804.13,662.92,27,38.59,47.33,63.51,733.52,736.75,721.36,790.4,646,1.22,-16.56,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,683.2,764.2,629.2,3,44.65,11.18,51.43,ACCUMULATE,19.83,20.9,29.69
2026-04-27,LUMI.ST,246.2,284.9,216.43,10.39,48.04,57.95,69.34,250.66,246.13,200.65,283.8,211.2,13.76,-13.58,Neutral,Neutral,Neutral,Neutral,ACCUMULATE (BUY DIP),Mixed,249.33,280.51,228.55,9,33.46,13.84,29.31,ACCUMULATE,27.15,30.15,19.84
2026-04-27,NDA-SE.ST,170.75,178.83,158.66,3.1,52.38,53.63,66.73,168.75,169.96,167.41,175.95,153.9,7.62,-4.52,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,170.58,179.89,164.38,32,16.79,22.46,19.63,SELL,29.02,18.07,18.7
2026-04-27,SAAB-B.ST,567.4,657.22,553.11,22.71,37.07,46.2,63.89,605.16,635.9,585.79,663.8,543.5,2.58,-13.67,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,570.3,638.44,524.87,4,35.8,12.74,15.85,SELL,33.72,8.49,28.27
2026-04-27,SEB-A.ST,178.8,188.63,170.54,3.4,44.65,45.66,58.19,179.58,183.78,186.91,187,168.2,4.84,-5.21,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,179.13,189.33,172.33,29,30.28,11.53,32.5,SELL,35,14.56,19.66
2026-04-27,SHB-B.ST,220.8,233.48,207.66,4.1,46.2,49.24,62.39,220.57,228.38,223.72,229.6,200,6.33,-5.43,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,220.6,232.9,212.4,24,20.07,22.07,34.82,SELL,39.99,12.71,24.27
2026-04-27,SWED-A.ST,320.1,340.27,310.6,5.51,41.01,51.04,67.48,325.44,332.67,316.31,339.2,302,3.06,-5.93,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,321.07,337.59,310.05,18,32.16,11.68,35.73,SELL,46.54,13.03,29.19
2026-04-27,VOLV-B.ST,319.5,334.32,300.2,8.84,50.36,53.89,58.36,317.26,324.72,300.02,332.6,296.3,6.43,-4.43,Neutral,Neutral,Neutral,Neutral,STAY IN CASH,Mixed,322.13,348.66,304.45,11,25.27,31.71,16.11,,24.26,18.81,20.22
