Date,Ticker,Close,BBHigh,BBLow,ATR,RsiD,RsiW,RsiM,Sma20,Sma50,Sma150,SwingHigh,SwingLow,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol,RSITrend,PriceTrend,Entry,Target,StopLoss,Shares,Adx_D,Pdi_D,Mdi_D,Market_Decision,Adx_W,Pdi_W,Mdi_W
2026-06-24,ABB.ST,1040,1046.03,942.06,24.64,65.48,77.12,78.93,994.05,953.56,808.96,1043,940.8,10.4,-0.58,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,1039.33,1113.26,990.05,4,50.71,36.46,6.14,,45.21,34.36,13.75
2026-06-24,AZN.ST,1762.5,1774.92,1642.93,42.11,57.5,52.92,57.32,1708.92,1742.54,1748.37,1769.5,1601.5,7.28,-0.7,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Mixed,1758.67,1884.99,1674.45,2,31.66,34.22,12.21,BUY,40.5,18.92,26.42
2026-06-24,INVE-B.ST,390.8,390.39,373.78,5.92,65.06,66.35,76.71,382.09,377.25,353.69,391.75,372.9,4.55,0.1,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,390.35,408.1,378.51,16,39.21,24.94,7.37,BUY,39.11,26.12,10.04
2026-06-24,LUG.ST,519.2,610.62,506.36,26.06,38.28,37.8,52.35,558.49,618.52,706.07,613,501.2,2.54,-14.97,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,524.2,602.39,472.07,3,29.83,22,48.76,ACCUMULATE,41.88,18.81,40.72
2026-06-24,LUMI.ST,237,296.77,232.68,11.82,38.21,50.91,63.48,264.73,259.3,230.68,295.9,236.5,1.86,-20.14,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,239.23,274.7,215.59,8,33.26,18.94,47.84,SELL,23.89,31.68,33.09
2026-06-24,NDA-SE.ST,180.8,182.43,172.43,2.72,62.65,60.87,70.47,177.43,174.25,171.98,184.15,172.35,4.85,-0.89,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,181.65,189.8,176.21,36,42.65,27.79,20.99,SELL,37.37,34.32,11.95
2026-06-24,SAAB-B.ST,489.3,567.14,483.99,17.92,35.76,40.25,54.86,525.56,545.59,586.88,585,486.5,1.1,-13.72,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,498.5,552.25,462.66,5,47.62,4.77,33.49,ACCUMULATE,34.49,11.65,29.58
2026-06-24,SEB-A.ST,191.9,195.79,177.59,2.9,61.77,56.63,63.91,186.69,183.83,187.4,195.7,180.35,8.06,-1.99,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Mixed,192.53,201.23,186.73,34,48.94,30.76,18.19,SELL,44.17,35.79,8.73
2026-06-24,SHB-B.ST,233.4,235.61,220.03,3.46,62.8,56.45,65.75,227.82,224.7,227.48,236.4,221.4,6.08,-0.94,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Mixed,234.47,244.84,227.55,28,43.09,27.81,19.02,SELL,32.52,30.02,12.85
2026-06-24,SWED-A.ST,354.1,357.49,327.36,5.68,66.91,64,73.21,342.43,334.16,328.9,360.2,331.6,8.17,-0.95,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,355.2,372.24,343.84,17,60.36,39.07,13.7,SELL,40.47,37.76,11.95
2026-06-24,VOLV-B.ST,316.9,330.93,309.07,7.69,47.98,51.28,57.85,320,319.75,313.58,332.4,305.3,2.53,-4.24,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,317.67,340.75,302.28,12,12.37,14.36,16.48,SELL,18.2,13.56,19.58
