Date,Ticker,Close,BBHigh,BBLow,ATR,RsiD,RsiW,RsiM,Sma20,Sma50,Sma150,SwingHigh,SwingLow,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol,RSITrend,PriceTrend,Entry,Target,StopLoss,Shares,Adx_D,Pdi_D,Mdi_D,Market_Decision,Adx_W,Pdi_W,Mdi_W
2026-07-22,ABB.ST,961.2,1070,932.56,31.24,43.58,58.17,70.25,1001.28,995.28,855.76,1058.5,915,3.07,-10.17,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,965.07,1058.8,902.58,3,26.07,21.41,28.06,SELL,38.25,13.98,29.69
2026-07-22,AZN.ST,1648.5,1941.16,1535.99,55.71,42.39,44.91,51.59,1738.58,1726.43,1751.88,1895.5,1587,7.32,-15.08,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,1645.5,1812.64,1534.07,1,56.59,18.18,30.44,SELL,34.02,17.39,34.74
2026-07-22,INVE-B.ST,402.1,405.46,389.6,6.11,60.46,66.41,78.26,397.53,386.68,364.8,407.65,387.4,3.21,-0.83,Neutral,High,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,400.27,418.61,388.04,16,37.71,20.54,13.52,SELL,46.78,30.75,9.75
2026-07-22,LUG.ST,575.4,568.97,502.07,19.76,57.74,45.17,55.89,535.52,557.62,675.77,576.2,507.6,14.61,1.13,Neutral,Neutral,High,Neutral,WAIT FOR SETUP,Mixed,568.33,627.6,528.82,5,34.6,53.55,15.17,BUY,32.61,22.17,23.24
2026-07-22,LUMI.ST,256.1,250.59,218.74,9.29,58.19,55.72,65.52,234.67,252.08,238.88,256.9,215.9,17.08,2.2,Neutral,Neutral,Neutral,Neutral,STRONG BUY / HOLD,Mixed,254.2,282.08,235.61,10,29.2,55.56,18.87,BUY,19.61,25.17,22.04
2026-07-22,NDA-SE.ST,193.15,192.61,179.55,3.04,72.02,68.81,74.49,186.08,180.33,174.85,193.6,178.2,7.58,0.28,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,192.58,201.71,186.5,32,31.51,33.09,18.9,SELL,44.32,36.21,12.36
2026-07-22,SAAB-B.ST,586.8,615.47,474.96,26.23,62.44,53.33,62.35,545.22,530.63,593.94,630,480.9,23.55,-4.66,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Mixed,584.33,663.02,531.88,3,41.65,36.31,11.36,,29.5,32.71,18.65
2026-07-22,SEB-A.ST,217.8,220.31,183.94,3.94,77.46,72.12,71.83,202.13,192.29,189.76,219.2,189.2,18.41,-1.14,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,217.6,229.42,209.72,25,68.81,45.16,5.7,BUY,62.27,50.8,3.72
2026-07-22,SHB-B.ST,229.4,242.05,223.93,4.84,47.79,52.29,63.26,232.99,229.2,229.41,241.2,222,2.44,-5.23,Neutral,Neutral,Neutral,Neutral,ACCUMULATE (BUY DIP),Mixed,229.2,243.73,219.51,20,52.12,17.18,19.78,SELL,29.98,17.33,22.5
2026-07-22,SWED-A.ST,369.8,372.28,355.78,6.61,60.29,67.74,75.06,364.03,349.62,338.3,374.4,350.1,3.94,-0.66,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,369.57,389.39,356.35,15,25.94,33.92,22.9,SELL,34.08,23.12,19.95
2026-07-22,VOLV-B.ST,348,347.59,323.34,7.42,67.27,64.22,63.94,335.47,325.45,321.66,350.6,319.1,7.63,0.12,Neutral,High,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,345.47,367.73,330.62,13,56.95,35.43,5.22,BUY,35.54,23.2,6.73
