Date,Ticker,Close,BBHigh,BBLow,ATR,RsiD,RsiW,RsiM,Sma20,Sma50,Sma150,SwingHigh,SwingLow,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol,RSITrend,PriceTrend,Entry,Target,StopLoss,Shares,Adx_D,Pdi_D,Mdi_D,Market_Decision,Adx_W,Pdi_W,Mdi_W
2026-05-29,ABB.ST,988.4,1020.2,926.72,22.32,62.19,76.97,77.19,973.46,884.52,776.58,1011,891.4,6.66,-3.12,Neutral,Neutral,High,Neutral,STRONG BUY / HOLD,Strong Uptrend,989.4,1056.36,944.76,4,26.78,14.86,21.66,SELL,54.77,35.81,11.24
2026-05-29,AZN.ST,1712.5,1777.2,1670.65,33.68,41.87,48.58,55.41,1723.92,1775.63,1734.53,1775.5,1657,2.51,-3.64,Neutral,Neutral,High,High,WAIT FOR SETUP,Mixed,1719.5,1820.54,1652.14,2,33.24,13.01,32.06,SELL,32.45,13.3,22.57
2026-05-29,INVE-B.ST,380.75,387.3,359.83,6,57.26,63.2,75.22,373.57,367.33,346.46,387.85,358,5.81,-1.69,Neutral,Neutral,High,High,STRONG BUY / HOLD,Strong Uptrend,379.83,397.84,367.83,16,23.66,25.06,24.05,SELL,34.87,32.77,10.07
2026-05-29,LUG.ST,601.4,659.63,556.81,24.09,43.46,42.95,58.31,608.22,670.98,718.76,681.4,556,8.01,-8.83,High,Neutral,High,High,WAIT FOR SETUP,Mixed,598.93,671.19,550.76,4,44.47,34.61,29.08,SELL,39.5,9.12,34.57
2026-05-29,LUMI.ST,278.9,285.19,229.56,11.19,61.43,62.93,73.48,257.38,247.27,218.08,281.2,227.7,21.49,-2.21,Neutral,Neutral,Neutral,Neutral,STRONG BUY / HOLD,Strong Uptrend,279.7,313.26,257.33,8,32.47,43.11,12.08,BUY,28.69,33.61,12.74
2026-05-29,NDA-SE.ST,177.25,181.41,165.38,2.51,59.69,58.27,69.09,173.4,170.1,170.2,181.8,167.5,7.18,-2.3,Neutral,Neutral,High,Neutral,STRONG BUY / HOLD,Mixed,177.87,185.39,172.85,39,44.67,29.86,18.71,SELL,36.2,37.52,8.23
2026-05-29,SAAB-B.ST,569.3,597.48,478.15,19.98,55.32,48.96,63.62,537.82,584.27,585.99,590.4,475.9,19.06,-4.72,Neutral,Neutral,High,High,STAY IN CASH,Mixed,578.1,638.05,538.14,5,46.01,43.89,6.67,,36.73,21.98,24.68
2026-05-29,SEB-A.ST,184.9,189.17,176.04,2.98,54.17,51.31,61.02,182.61,180.66,186.82,190.9,177.5,5.03,-2.26,Neutral,Neutral,High,High,WAIT FOR SETUP,Mixed,184.72,193.65,178.76,33,32.04,22.36,24.53,SELL,34.63,30.16,8.76
2026-05-29,SHB-B.ST,229.2,234.14,211.16,3.93,58.13,54.32,64.77,222.65,221.97,225.65,233.8,213,8.54,-2.11,Neutral,Neutral,High,Neutral,STRONG BUY / HOLD,Mixed,228.27,240.05,220.41,25,37.94,28.2,18.08,SELL,36.29,30.19,16.67
2026-05-29,SWED-A.ST,341.4,349.55,313.16,5.19,60.31,60.47,71.16,331.36,327.73,323.25,349.8,318.5,9.02,-2.33,Neutral,Neutral,High,Neutral,STRONG BUY / HOLD,Strong Uptrend,341.1,356.68,330.71,19,40.82,27.12,21.64,SELL,39.27,36.11,16.72
2026-05-29,VOLV-B.ST,325.5,330.63,308.51,6.36,56.62,55.8,60.12,319.57,315.83,307.3,334.9,307.9,5.51,-1.55,Neutral,Neutral,High,High,STRONG BUY / HOLD,Strong Uptrend,325.67,344.74,312.95,15,43.37,33.53,9.07,BUY,21.35,29.56,16.27
