Date,Ticker,Close,BBHigh,BBLow,ATR,RsiD,RsiW,RsiM,Sma20,Sma50,Sma150,SwingHigh,SwingLow,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol,RSITrend,PriceTrend,Entry,Target,StopLoss,Shares,Adx_D,Pdi_D,Mdi_D,Market_Decision,Adx_W,Pdi_W,Mdi_W
2026-06-05,ABB.ST,987.4,1022.81,952.03,23.52,56.37,76.72,77.06,987.42,906.88,786.93,1022.5,939.8,3.71,-3.46,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Mixed,999.13,1069.7,952.09,4,26.25,16.27,28.56,SELL,55.3,33.61,9.09
2026-06-05,AZN.ST,1742,1785.31,1655.19,35.14,52.39,50.99,56.56,1720.25,1769.41,1738.36,1775.5,1601.5,5.24,-2.43,Neutral,Neutral,Neutral,Neutral,STAY IN CASH,Mixed,1733.5,1838.93,1663.21,2,39.74,41.52,36.74,SELL,37.55,9.23,34.68
2026-06-05,INVE-B.ST,379.95,389.55,361.73,5.48,55.02,62.72,74.84,375.64,370.97,348.71,387.85,358,5.04,-2.47,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,380.9,397.34,369.94,18,16.68,18.14,16.51,SELL,38.49,29.16,8.96
2026-06-05,LUG.ST,561.8,646.53,550.23,19.9,35.64,39.92,55.28,598.38,660.71,715.81,669.4,556,2.1,-13.11,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,576.67,636.37,536.87,5,26.75,16.16,35.08,SELL,43.25,7.67,29.05
2026-06-05,LUMI.ST,265.1,293.6,243.41,10.86,49.62,58.9,69.85,268.51,253.94,222.86,295.9,246.4,8.91,-9.71,High,High,Neutral,Neutral,ACCUMULATE (BUY DIP),Mixed,277.57,310.16,255.84,9,36.96,21.87,33.03,SELL,34.42,36.66,9.95
2026-06-05,NDA-SE.ST,176,182.17,167.01,2.45,55.65,56.91,67.97,174.59,170.82,170.73,181.8,167.5,5.38,-3.38,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Strong Uptrend,176.6,183.95,171.7,40,28.1,19.01,19.72,SELL,34.87,32.39,17.62
2026-06-05,SAAB-B.ST,528.4,570.87,482.2,20.23,44.77,44.43,58.82,526.54,570.15,587.09,585,475.9,9.58,-7.44,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,529.13,589.83,488.67,4,28.77,22.03,29.42,SELL,33.26,17.41,25.78
2026-06-05,SEB-A.ST,185.2,189.21,176.84,2.92,55.05,51.58,61.15,183.02,180.71,186.86,190.9,177.5,4.73,-2.12,Neutral,Neutral,Neutral,Neutral,STRONG BUY / HOLD,Mixed,185.28,194.04,179.45,34,33.8,36.16,18.21,SELL,32.65,25.55,15.4
2026-06-05,SHB-B.ST,224.4,234.75,212.97,3.76,50,51.15,62.71,223.86,221.76,226.04,233.8,213,5.37,-4.41,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,224.93,236.2,217.42,26,24.5,15.13,18.57,SELL,31.25,25.84,20.68
2026-06-05,SWED-A.ST,336.1,350.46,317.65,5.19,53.33,57.14,68.97,334.06,327.87,324.83,349.8,318.5,5.81,-4.1,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Strong Uptrend,336.53,352.11,326.15,19,28.91,18.19,19.95,SELL,34.63,31.1,22.5
2026-06-05,VOLV-B.ST,321.5,330.61,309.4,7.29,50.63,53.82,59.04,320.01,317.92,309.48,332.4,307.9,3.91,-2.75,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Strong Uptrend,324.03,345.91,309.45,13,26.75,23.15,19.02,SELL,19.48,22.79,17.89
