Date,Ticker,Close,BBHigh,BBLow,ATR,RsiD,RsiW,RsiM,Sma20,Sma50,Sma150,SwingHigh,SwingLow,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol,RSITrend,PriceTrend,Entry,Target,StopLoss,Shares,Adx_D,Pdi_D,Mdi_D,Market_Decision,Adx_W,Pdi_W,Mdi_W
2026-08-18,ABB.ST,946.8,995.65,913.97,22.11,43.69,54.9,68.47,954.81,983.85,886.22,990.2,897.4,3.59,-4.91,High,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,961.93,1028.28,917.7,4,30.62,15.46,43.53,ACCUMULATE,36.34,14.2,28.36
2026-08-18,AZN.ST,1528,1716.75,1424.3,48.61,42.19,39.87,47.77,1570.53,1666.44,1734.46,1699,1467,7.28,-10.99,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,1515.33,1661.15,1418.12,2,39.35,19.28,24.05,SELL,38.81,12.53,36.08
2026-08-18,INVE-B.ST,411.35,429.48,395.34,4.85,53.28,64.91,80.23,412.41,399.86,374.79,426.8,393.2,4.05,-4.22,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,411.1,425.64,401.41,20,45.66,10.97,37.18,ACCUMULATE,58.67,37.3,11.29
2026-08-18,LUG.ST,601.4,652.43,509.97,25.59,55.06,48.65,57.44,581.2,555.77,652.35,646,527.4,17.93,-7.82,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,615.53,692.29,564.36,3,34.93,21.7,29.43,SELL,33.87,28.11,12.67
2026-08-18,LUMI.ST,241.5,263.5,232.17,10.26,46.87,51.3,64.49,247.83,244.53,245.01,265.3,231.3,4.02,-8.35,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,244.5,275.29,223.97,9,30.7,16.65,32.73,ACCUMULATE,18.02,18.24,12.28
2026-08-18,NDA-SE.ST,190.95,194.23,188.83,2.3,53.99,66.23,73.84,191.53,185.94,177.07,195.4,188.05,1.12,-1.69,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,191.33,198.24,186.73,43,17.42,24.24,26.63,SELL,44.2,23.87,10.69
2026-08-18,SAAB-B.ST,688,704.98,555.15,22.41,75.07,63.75,67.99,630.06,569.14,604.88,702.3,561.6,23.93,-2.41,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Mixed,693.1,760.32,648.29,4,74.91,33.79,3.81,,48.15,43.71,8.26
2026-08-18,SEB-A.ST,220,227.06,215.97,3.04,56.74,69.46,71.82,221.51,206.91,193.27,228,214.8,1.87,-3.11,Neutral,Neutral,Neutral,Neutral,WAIT FOR VOLUME,Mixed,220.63,229.76,214.55,32,23.18,20.28,31.55,SELL,69.11,42.74,9.84
2026-08-18,SHB-B.ST,231.6,236.67,227.75,3.1,48.33,53.04,64.22,232.21,232.15,229.97,237.6,226.6,1.69,-2.14,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Mixed,232.73,242.03,226.53,32,26.15,20.75,17.33,SELL,23.3,20.76,14.04
2026-08-18,SWED-A.ST,378.1,390.35,365.43,4.86,54.94,67.49,77.53,377.89,364.83,345.43,390.5,364.4,3.47,-3.14,Neutral,Neutral,Neutral,Neutral,WAIT FOR SETUP,Strong Uptrend,378.93,393.5,369.22,20,18.72,22.52,28.29,SELL,34.9,33.77,17.79
2026-08-18,VOLV-B.ST,340.2,374.78,333.09,6.47,42.1,55.54,60.29,353.94,337.89,328.4,374.5,336.4,2.13,-9.23,Neutral,Neutral,Neutral,Neutral,ACCUMULATE (BUY DIP),Mixed,342.43,361.85,329.49,15,49.3,19.09,32.34,SELL,36.97,26.16,21.29
