Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-03-20,ABB.ST,780.6,844.05,761.89,818.26,23.99,46.02,61.34,69.31,845.4,738,802.97,772.62,706.18
2026-03-20,AZN.ST,1752.5,1898.08,1730.12,1865.72,35.89,40.59,55.57,56.65,1904,1725,1814.1,1768.05,1655.92
2026-03-20,INVE-B.ST,343.2,379.43,339.57,366.22,9.01,37.77,54.71,64.67,378.55,339.5,359.5,354.49,323.44
2026-03-20,LUG.ST,658.5,861.97,666.98,795.23,42.79,36.11,47.05,62.75,916.5,639,764.48,750.38,699.64
2026-03-20,LUMI.ST,206.2,303.61,199.03,251.65,15.4,36.03,52.74,63.06,301.8,200.8,251.32,237.58,178.91
2026-03-20,NDA-SE.ST,168.95,179.06,163.78,176.88,4.04,43.51,52.77,70.9,180.35,161.65,171.42,174.69,164.46
2026-03-20,SAAB-B.ST,669.1,701.15,629.51,614.27,28.74,50.86,61.3,75.47,710,627.4,665.33,673.69,572.2
2026-03-20,SEB-A.ST,181.95,196.41,177.95,193.95,4.21,38.58,45.27,62.47,197.85,179.45,187.18,193.02,186.8
2026-03-20,SHB-B.ST,226.8,244.66,224.86,245.07,6.27,39.89,51.78,67.45,247.6,225.2,234.76,236.6,220.66
2026-03-20,SWED-A.ST,335.7,352.05,326.56,353.9,8.67,46.06,61.28,75.36,353.1,323.2,339.31,343.89,307.9
2026-03-20,VOLV-B.ST,294.5,364.97,297.41,321.94,9.96,26.86,45.19,54.59,353.9,293.2,331.19,330,295.25
