Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-03-19,ABB.ST,777.2,845.08,764.82,818.26,25.09,44.58,60.58,68.83,845.4,738,804.95,770.84,705.27
2026-03-19,AZN.ST,1758.5,1901.36,1738.84,1872.52,36.43,41.66,56.13,56.91,1904,1725,1820.1,1768.18,1654.27
2026-03-19,INVE-B.ST,343.75,379.29,342.35,367.6,9.71,37.61,55,64.87,378.55,341.05,360.82,354.47,323.12
2026-03-19,LUG.ST,659,856.06,677.24,795.51,47.46,36.07,47.09,62.79,916.5,639,766.65,752.61,698.89
2026-03-19,LUMI.ST,207.8,301.63,205.75,254.24,15.67,36.5,53.17,63.41,301.8,200.8,253.69,237.78,178.25
2026-03-19,NDA-SE.ST,168.6,180.15,163.73,176.88,4.26,42.35,52.43,70.54,180.35,161.65,171.94,174.82,164.36
2026-03-19,SAAB-B.ST,672.2,701.12,629.52,614.27,31.92,51.8,61.85,75.61,710,627.4,665.32,673.93,571.2
2026-03-19,SEB-A.ST,181.95,197.49,178.35,193.95,4.46,37.95,45.27,62.47,197.85,179.45,187.92,193.35,186.8
2026-03-19,SHB-B.ST,226.8,245.8,225.56,245.15,6.57,39.77,51.78,67.45,247.6,225.6,235.68,236.75,220.5
2026-03-19,SWED-A.ST,335.2,353.18,326.86,353.9,8.97,45.15,61.06,75.13,353.1,323.2,340.02,343.76,307.5
2026-03-19,VOLV-B.ST,296.9,363.91,304.34,328.11,10.5,27.7,46.03,55.08,353.9,294.2,334.13,330.33,295.25
