Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-03-12,ABB.ST,802.8,3.43,-5.32,Neutral,Neutral,Neutral,Neutral
2026-03-12,AZN.ST,1791,1.2,-6.42,Neutral,Neutral,Neutral,Neutral
2026-03-12,INVE-B.ST,354.6,1.27,-6.16,Neutral,Neutral,Neutral,Neutral
2026-03-12,LUG.ST,755,12.43,-11.69,Neutral,Neutral,Neutral,Neutral
2026-03-12,LUMI.ST,246,18.2,-18.04,Neutral,Neutral,Neutral,Neutral
2026-03-12,NDA-SE.ST,169.65,2.85,-6.65,Neutral,Neutral,Neutral,Neutral
2026-03-12,SAAB-B.ST,684.3,10.11,-0.5,Neutral,Neutral,Neutral,Neutral
2026-03-12,SEB-A.ST,184.25,1.79,-7.45,Neutral,Neutral,Neutral,Neutral
2026-03-12,SHB-B.ST,230.4,0.45,-6.62,Neutral,Neutral,Neutral,Neutral
2026-03-12,SWED-A.ST,332.3,0.83,-6.61,Neutral,Neutral,Neutral,Neutral
2026-03-12,VOLV-B.ST,331.6,2.42,-7.63,Neutral,Neutral,Neutral,Neutral
