Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-07-15,ABB.ST,1015.5,1061.62,986.24,965.9,27.87,51.95,66.23,75.97,1058.5,980.6,1023.93,997.95,846.97
2026-07-15,AZN.ST,1605,1935.23,1582.02,1772.14,63.21,34.92,42.44,49.96,1895.5,1590,1758.63,1731.83,1753.99
2026-07-15,INVE-B.ST,391.85,405.9,385.51,385.78,6.17,50.11,62.1,73.77,407.65,382.3,395.71,384.19,362.21
2026-07-15,LUG.ST,525.4,581.65,497.37,590.74,20.73,44.06,39.09,52.97,607.4,503,539.51,567.43,682.5
2026-07-15,LUMI.ST,241.2,260.29,214.38,252.1,8.84,49.49,52.07,63.8,280.2,215.9,237.33,252.99,236.81
2026-07-15,NDA-SE.ST,186.45,189.76,178.41,181.24,2.62,60.2,64.06,72.35,189.8,178.2,184.08,178.39,174.16
2026-07-15,SAAB-B.ST,521.8,599.73,459.93,587.6,24.3,45.23,45.54,57.88,630,480.9,529.83,530.04,591.45
2026-07-15,SEB-A.ST,213.1,207.73,185.64,200.97,3.41,79.43,70.02,70.62,215.2,189.2,196.68,188.91,188.89
2026-07-15,SHB-B.ST,226.4,240.08,229.36,239.64,4.2,39.97,50.17,62,241.2,222,234.72,228.29,229.51
2026-07-15,SWED-A.ST,366.9,371.39,351.56,353.33,5.11,61.93,68.16,74.66,370.6,344.1,361.48,345.54,336.23
2026-07-15,VOLV-B.ST,337.4,345.29,314.66,319.83,6.66,59.28,60.04,62.18,345,314.2,329.98,323.79,319.94
