Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-07-23,ABB.ST,964.8,3.81,-9.47,Neutral,Neutral,Neutral,Neutral
2026-07-23,AZN.ST,1636.5,7.29,-15.42,Neutral,Neutral,Neutral,Neutral
2026-07-23,INVE-B.ST,400,2.66,-1.4,Neutral,Neutral,Neutral,Neutral
2026-07-23,LUG.ST,565.4,12.63,-1.33,Neutral,Neutral,Neutral,Neutral
2026-07-23,LUMI.ST,259.1,19.38,1.57,Neutral,Neutral,Neutral,Neutral
2026-07-23,NDA-SE.ST,190.35,5.38,-1.19,Neutral,Neutral,Neutral,Neutral
2026-07-23,SAAB-B.ST,597,23.91,-3.61,Neutral,Neutral,Neutral,Neutral
2026-07-23,SEB-A.ST,216.2,16.79,-2.5,Neutral,Neutral,Neutral,Neutral
2026-07-23,SHB-B.ST,227.6,1.91,-5.95,Neutral,Neutral,Neutral,Neutral
2026-07-23,SWED-A.ST,368,3.09,-1.14,Neutral,Neutral,Neutral,Neutral
2026-07-23,VOLV-B.ST,352.6,9.24,0.6,Neutral,Neutral,Neutral,Neutral
