Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-08-06,ABB.ST,956.8,6.4,-6.15,Neutral,Neutral,Neutral,Neutral
2026-08-06,AZN.ST,1540,2.45,-11.61,Neutral,Neutral,Neutral,Neutral
2026-08-06,INVE-B.ST,425.15,11.01,0.12,Neutral,Neutral,Neutral,Neutral
2026-08-06,LUG.ST,582.6,15.27,-0.14,Neutral,Neutral,Neutral,Neutral
2026-08-06,LUMI.ST,254.2,13.68,-2.27,Neutral,Neutral,Neutral,Neutral
2026-08-06,NDA-SE.ST,192.25,4.45,-1.71,Neutral,Neutral,Neutral,Neutral
2026-08-06,SAAB-B.ST,630.7,23.91,-2.94,Neutral,Neutral,Neutral,Neutral
2026-08-06,SEB-A.ST,225.7,13.28,-2.58,Neutral,Neutral,Neutral,Neutral
2026-08-06,SHB-B.ST,236,5.73,-1.2,Neutral,Neutral,Neutral,Neutral
2026-08-06,SWED-A.ST,388.4,9.39,-0.15,Neutral,Neutral,Neutral,Neutral
2026-08-06,VOLV-B.ST,364.9,12.31,-3.14,Neutral,Neutral,Neutral,Neutral
