Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-09-18,ABB.ST,957.33,1025.05,912.19,4,30.69,44.31,18.26,BUY,STRONG BUY / HOLD,Mixed
2026-09-18,AZN.ST,1640.33,1762.15,1559.12,2,42.05,35.8,7.39,BUY,WAIT FOR SETUP,Mixed
2026-09-18,INVE-B.ST,406.72,423.1,395.8,18,45.92,29.06,28.78,SELL,WAIT FOR SETUP,Mixed
2026-09-18,LUG.ST,644.93,715.3,598.02,4,59.94,4,29.04,ACCUMULATE,ACCUMULATE (BUY DIP),Mixed
2026-09-18,LUMI.ST,234.97,269.45,211.98,8,37.41,23.03,29.01,SELL,WAIT FOR SETUP,Mixed
2026-09-18,NDA-SE.ST,200.73,209.7,194.75,33,20.09,22.59,25.29,SELL,STRONG BUY / HOLD,Strong Uptrend
2026-09-18,SAAB-B.ST,613.03,661.25,580.89,6,53.52,41.33,13.5,SELL,WAIT FOR SETUP,Mixed
2026-09-18,SEB-A.ST,229.73,239.05,223.52,32,25.05,21.99,22.76,SELL,STRONG BUY / HOLD,Strong Uptrend
2026-09-18,SHB-B.ST,241.8,251.91,235.06,29,29.39,34.9,11.51,BUY,STRONG BUY / HOLD,Strong Uptrend
2026-09-18,SWED-A.ST,405.93,425.24,393.06,15,61.12,54.83,4.02,BUY,STRONG BUY / HOLD,Strong Uptrend
2026-09-18,VOLV-B.ST,336.37,356,323.28,15,48.44,16.46,31.92,SELL,WAIT FOR SETUP,Mixed
