Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-08-18,ABB.ST,946.8,3.83,-4.84,High,Neutral,Neutral,Neutral
2026-08-18,AZN.ST,1528,7.28,-10.99,Neutral,Neutral,Neutral,Neutral
2026-08-18,INVE-B.ST,411.35,4.05,-4.22,Neutral,Neutral,Neutral,Neutral
2026-08-18,LUG.ST,601.4,17.93,-7.82,Neutral,Neutral,Neutral,Neutral
2026-08-18,LUMI.ST,241.5,4.02,-8.35,Neutral,Neutral,Neutral,Neutral
2026-08-18,NDA-SE.ST,190.95,1.07,-1.73,Neutral,Neutral,Neutral,Neutral
2026-08-18,SAAB-B.ST,688,23.93,-2.41,Neutral,Neutral,Neutral,Neutral
2026-08-18,SEB-A.ST,220,1.87,-3.11,Neutral,Neutral,Neutral,Neutral
2026-08-18,SHB-B.ST,231.6,1.69,-2.14,Neutral,Neutral,Neutral,Neutral
2026-08-18,SWED-A.ST,378.1,3.01,-3.08,Neutral,Neutral,Neutral,Neutral
2026-08-18,VOLV-B.ST,340.2,1.56,-9.37,Neutral,Neutral,Neutral,Neutral
