Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-04-28,ABB.ST,905.8,966.49,865.34,4,72.32,31.61,10.59,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-04-28,AZN.ST,1737.67,1841.17,1668.67,2,54.02,5.52,44.42,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-04-28,INVE-B.ST,373.38,391.21,361.5,16,36.13,17.34,26.77,SELL,WAIT FOR SETUP,Strong Uptrend
2026-04-28,LUG.ST,661.07,737.44,610.15,3,50.21,9.32,58.29,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-04-28,LUMI.ST,243.97,274.05,223.91,9,39.32,9.49,41.47,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-04-28,NDA-SE.ST,171.97,180.41,166.34,35,19.61,30.41,16.04,,WAIT FOR SETUP,Mixed
2026-04-28,SAAB-B.ST,568.77,634.1,525.21,4,32.01,11.6,16.31,SELL,WAIT FOR SETUP,Mixed
2026-04-28,SEB-A.ST,179.67,188.76,173.6,32,34.57,9.29,29.18,SELL,WAIT FOR SETUP,Mixed
2026-04-28,SHB-B.ST,222.87,233.75,215.61,27,17.05,31.04,28.09,SELL,WAIT FOR SETUP,Mixed
2026-04-28,SWED-A.ST,321,335.87,311.09,20,35.88,10.15,31.06,SELL,WAIT FOR SETUP,Mixed
2026-04-28,VOLV-B.ST,320.8,343.75,305.5,13,23.66,25.42,17.94,SELL,WAIT FOR SETUP,Mixed
