Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-03-03,ABB.ST,799.4,849.04,773.06,792.53,16.41,52.64,66.12,72.14,845.4,764.6,811.05,745.48,692.64
2026-03-03,AZN.ST,1838.5,1952.23,1687.72,1766.85,36.43,56.04,64.01,60.61,1915,1641.5,1819.97,1747.12,1626.05
2026-03-03,INVE-B.ST,358.45,376.36,354.08,379.38,6.18,48.13,63.4,70.87,378.55,351.25,365.22,347.82,317.64
2026-03-03,LUG.ST,794,846.77,622.43,743.79,41.64,55.99,59.24,74.94,916.5,658,734.6,757.48,678.82
2026-03-03,LUMI.ST,269,301.08,192.14,255.07,15.56,58.51,75.03,80.5,301.8,209,246.61,227.91,167.48
2026-03-03,NDA-SE.ST,168.05,181.84,170.62,178.66,3.54,35.52,52.01,69.99,180.35,165.15,176.23,175.65,162.38
2026-03-03,SAAB-B.ST,644.2,675.08,622.86,694.33,24.36,47.58,59.23,73.38,710,608.7,648.97,642.62,558.97
2026-03-03,SEB-A.ST,184.25,200.18,186.84,197.72,3.82,35.68,47.24,64.21,202.3,182.35,193.51,195.54,185.89
2026-03-03,SHB-B.ST,230.8,247.5,233.24,228.88,5.69,40.74,54.48,69.42,251.8,227.2,240.37,235.55,217.44
2026-03-03,SWED-A.ST,334.3,360.32,337.67,357.03,7.29,39.17,61.21,74.72,363.9,330.1,348.99,339.58,301.79
2026-03-03,VOLV-B.ST,333,355.47,337.42,356.3,6.04,44.2,63.23,63.83,354,329.5,346.45,323.44,291.81
