Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-06-16,ABB.ST,990.8,1025.11,945.81,1022.97,24.56,56.64,73.46,77.28,1022.5,940.8,985.46,935.18,799.45
2026-06-16,AZN.ST,1670,1786.59,1647.76,1629.52,39.18,39.16,45.28,53.39,1775.5,1601.5,1717.17,1756.34,1745.41
2026-06-16,INVE-B.ST,383.65,386.39,373.73,365.74,6.18,59.45,63.97,75.67,388.85,366.3,380.06,375.09,351.71
2026-06-16,LUG.ST,588.4,616.16,518.3,589.41,28.23,50.97,43.7,57.28,613,501.2,567.23,638.78,710.96
2026-06-16,LUMI.ST,271.6,293.68,240.61,281.84,12.06,54.65,59.62,71.52,295.9,241.6,267.15,258.89,227.85
2026-06-16,NDA-SE.ST,179,180.78,172.75,172.15,2.49,61.65,59.42,69.78,181.8,171.85,176.76,173.16,171.4
2026-06-16,SAAB-B.ST,505.3,565.08,497.4,571.78,22.02,39.63,41.95,56.42,585,498.6,531.24,555.87,587.27
2026-06-16,SEB-A.ST,192.8,192.17,178.58,183.87,2.97,66.99,58.24,64.25,194.2,180.15,185.37,182.62,187.1
2026-06-16,SHB-B.ST,231,233.23,220.81,220.74,3.54,61.31,55.07,65.2,234.4,221.4,227.02,223.62,226.84
2026-06-16,SWED-A.ST,348.1,349.71,330.21,329.99,5.69,64.56,62.22,72.28,353.4,328.7,339.96,331.57,327.23
2026-06-16,VOLV-B.ST,319.4,331.22,307.55,333.61,8.85,50.38,52.7,58.5,332.4,305.3,319.39,319.7,312.08
