Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-06-16,ABB.ST,990.8,4.76,-3.35,Neutral,Neutral,Neutral,Neutral
2026-06-16,AZN.ST,1670,1.35,-6.53,Neutral,Neutral,Neutral,Neutral
2026-06-16,INVE-B.ST,383.65,2.65,-0.71,Neutral,Neutral,Neutral,Neutral
2026-06-16,LUG.ST,588.4,13.52,-4.51,Neutral,Neutral,Neutral,Neutral
2026-06-16,LUMI.ST,271.6,12.88,-7.52,Neutral,Neutral,Neutral,Neutral
2026-06-16,NDA-SE.ST,179,3.62,-0.98,Neutral,Neutral,Neutral,Neutral
2026-06-16,SAAB-B.ST,505.3,1.59,-10.58,Neutral,Neutral,Neutral,Neutral
2026-06-16,SEB-A.ST,192.8,7.96,0.33,Neutral,Neutral,Neutral,Neutral
2026-06-16,SHB-B.ST,231,4.61,-0.95,Neutral,Neutral,Neutral,Neutral
2026-06-16,SWED-A.ST,348.1,5.42,-0.46,Neutral,Neutral,Neutral,Neutral
2026-06-16,VOLV-B.ST,319.4,3.85,-3.57,Neutral,Neutral,Neutral,Neutral
