Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-06-25,ABB.ST,1047.83,1128.3,994.19,3,54.4,35.96,7.27,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-25,AZN.ST,1787.17,1902.88,1710.02,2,41.73,45.47,8.2,,WAIT FOR VOLUME,Mixed
2026-06-25,INVE-B.ST,395.35,413.97,382.94,16,49.71,36.22,5.85,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-25,LUG.ST,513.47,588.08,463.72,4,34.88,18.19,50.97,SELL,WAIT FOR SETUP,Mixed
2026-06-25,LUMI.ST,228.43,265.4,203.79,8,41.11,13.75,54.2,SELL,WAIT FOR SETUP,Mixed
2026-06-25,NDA-SE.ST,179.27,187.78,173.59,35,37.68,21.53,25.27,SELL,WAIT FOR SETUP,Strong Uptrend
2026-06-25,SAAB-B.ST,499.9,557.05,461.8,5,40.88,9.88,21.89,SELL,WAIT FOR SETUP,Mixed
2026-06-25,SEB-A.ST,190.72,199.95,184.56,32,39.21,20.88,24.27,SELL,WAIT FOR VOLUME,Mixed
2026-06-25,SHB-B.ST,232.47,242.67,225.67,29,35.93,19.74,24.03,SELL,WAIT FOR VOLUME,Mixed
2026-06-25,SWED-A.ST,355.4,373.1,343.6,16,59.28,33.68,12.56,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-06-25,VOLV-B.ST,321.73,344.77,306.38,13,16.05,21.66,12.5,,WAIT FOR SETUP,Strong Uptrend
