Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-06-30,ABB.ST,1046.17,1125.9,993.01,3,41.61,39.04,13.47,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-30,AZN.ST,1859,1980.61,1777.93,2,61.27,49.46,4.29,BUY,WAIT FOR VOLUME,Mixed
2026-06-30,INVE-B.ST,401.93,420.97,389.24,15,57.14,46.69,6.76,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-30,LUG.ST,528.2,600.41,480.06,4,30.32,18.89,31.85,SELL,WAIT FOR SETUP,Mixed
2026-06-30,LUMI.ST,235,268.56,212.63,8,41.95,16,32.3,SELL,WAIT FOR SETUP,Mixed
2026-06-30,NDA-SE.ST,182.32,190.63,176.77,36,31.61,32.35,14.5,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-30,SAAB-B.ST,503.5,560.69,465.37,5,31.01,20.95,14.88,SELL,WAIT FOR SETUP,Mixed
2026-06-30,SEB-A.ST,191.82,200.11,186.29,36,27.8,25.46,18.03,SELL,WAIT FOR VOLUME,Mixed
2026-06-30,SHB-B.ST,234.47,244.54,227.75,29,23.92,17.75,13.48,SELL,WAIT FOR VOLUME,Mixed
2026-06-30,SWED-A.ST,360.37,377.19,349.15,17,60.02,34.7,7.44,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-30,VOLV-B.ST,327.13,352.33,310.33,11,38.9,27.47,7.24,BUY,WAIT FOR VOLUME,Strong Uptrend
