Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-07-07,ABB.ST,1000,5.83,-7.39,Neutral,Neutral,Neutral,Neutral
2026-07-07,AZN.ST,1864,14.77,-2.19,Neutral,Neutral,Neutral,Neutral
2026-07-07,INVE-B.ST,398.2,6.78,-2.9,Neutral,Neutral,Neutral,Neutral
2026-07-07,LUG.ST,547.4,10.65,-7.66,Neutral,Neutral,Neutral,Neutral
2026-07-07,LUMI.ST,227.1,5.25,-16.75,Neutral,Neutral,Neutral,Neutral
2026-07-07,NDA-SE.ST,188.85,9.36,-0.55,Neutral,Neutral,Neutral,Neutral
2026-07-07,SAAB-B.ST,600,30.8,2.5,High,High,High,High
2026-07-07,SEB-A.ST,200.8,9.92,-0.29,Neutral,Neutral,Neutral,Neutral
2026-07-07,SHB-B.ST,239.4,6.9,-0.94,Neutral,Neutral,Neutral,Neutral
2026-07-07,SWED-A.ST,368.6,9.86,-1.34,Neutral,Neutral,Neutral,Neutral
2026-07-07,VOLV-B.ST,340.2,11.42,-0.56,Neutral,Neutral,Neutral,Neutral
