Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-04-16,ABB.ST,849.6,868.11,722.23,792.92,20.49,65.38,67.93,71.11,854.2,733.4,795.17,800.91,724.02
2026-04-16,AZN.ST,1832.5,1946.39,1696.21,1795.43,37.79,50.42,58.13,60.53,1925.5,1692.5,1821.3,1815.8,1690.41
2026-04-16,INVE-B.ST,375.35,383.72,330.61,353.6,7.45,63.77,65.82,73.46,378.7,326.35,357.17,360.23,330.95
2026-04-16,LUG.ST,745.6,804.75,626.21,673.79,29.95,51.76,53.61,68.75,790.4,596,715.48,732.45,715.94
2026-04-16,LUMI.ST,274.7,279.95,191.59,243.77,9.94,66.16,66.69,72.58,277.8,191.5,235.77,241.32,193.81
2026-04-16,NDA-SE.ST,172.65,178.37,154.13,163.96,3.37,56.74,55.38,67.8,175.95,153.85,166.25,170.83,166.42
2026-04-16,SAAB-B.ST,610.4,679.07,581.96,677.42,28.46,42.8,51.48,68.92,704.4,577,630.51,646.04,583.38
2026-04-16,SEB-A.ST,183.7,188.63,168.12,172.96,3.93,53.59,49.53,60.9,188.4,168.2,178.38,185.73,186.85
2026-04-16,SHB-B.ST,226.4,236.21,204.53,210.7,6.51,52.07,52.18,64.07,236.4,200,220.37,230.96,222.55
2026-04-16,SWED-A.ST,332.6,345.78,303.93,313.7,7.08,52.82,57.48,70.24,343.4,299.2,324.86,336.61,313.86
2026-04-16,VOLV-B.ST,316.4,332.83,286.59,297.72,8.76,49.01,53.18,58.11,332.6,276.5,309.71,328.25,297.81
