Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-06-22,ABB.ST,1046,1044.38,942.26,961.03,26.31,67.54,77.53,79.12,1046,940.8,993.32,949.78,806.61
2026-06-22,AZN.ST,1687,1771.08,1641.22,1629.52,38.11,44.96,46.93,54.18,1769.5,1601.5,1706.15,1744.09,1747.18
2026-06-22,INVE-B.ST,390.5,390.01,373.98,371.39,6.02,66.18,66.14,76.67,391.15,372.9,381.99,376.84,353.2
2026-06-22,LUG.ST,555.6,613.66,516.77,522.47,25.59,44.32,40.52,54.83,613,501.2,565.21,628.62,708.83
2026-06-22,LUMI.ST,252.1,294.2,240.68,281.84,12.26,44.51,55,66.75,295.9,241.6,267.44,260.06,229.8
2026-06-22,NDA-SE.ST,184.5,183.19,171.97,174.49,2.85,71.19,63.72,71.79,184.75,172.35,177.58,174.06,171.87
2026-06-22,SAAB-B.ST,505.8,566.48,489.72,564.28,19.11,40.65,42.12,56.47,585,492.65,528.1,548.29,587.12
2026-06-22,SEB-A.ST,195.25,196.02,177.41,185.52,3.01,70.3,60.11,65.14,196,180.35,186.72,183.61,187.35
2026-06-22,SHB-B.ST,236,235.74,219.94,223.78,3.51,68.45,57.93,66.33,236.4,221.4,227.84,224.49,227.32
2026-06-22,SWED-A.ST,359.5,357.28,327.28,339.77,6.04,73.17,66.4,73.99,360,331.6,342.28,333.64,328.52
2026-06-22,VOLV-B.ST,315.8,331.14,309.2,333.61,8.54,47.11,50.76,57.58,332.4,305.3,320.17,319.83,313.22
