Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-09-02,ABB.ST,915.6,988.32,912.54,978.56,19.73,37.46,50.01,65.97,990.2,909.8,950.43,968.63,907.14
2026-09-02,AZN.ST,1560.5,1609.57,1480.23,1621.81,34.21,47.11,42.56,49.55,1612,1470.5,1544.9,1635.99,1725.56
2026-09-02,INVE-B.ST,406.4,424.12,405.24,420.38,4.25,41.91,60.21,76.74,426.8,403.35,414.68,406.98,380.88
2026-09-02,LUG.ST,678.8,742.57,573.53,647.66,26.4,58.18,55.5,61.59,730,575.8,658.05,587.39,645.17
2026-09-02,LUMI.ST,248.8,271.11,236.86,242.23,9.61,47.61,51.92,64.42,272.9,235.5,253.98,244.25,247.22
2026-09-02,NDA-SE.ST,195.65,196.82,187.77,190.02,2.35,63.33,69.19,75.13,197.9,187.8,192.29,189.72,178.37
2026-09-02,SAAB-B.ST,610,701.35,602.84,661.06,16.86,40.54,52.68,62.85,702.3,601.9,652.1,599.91,598.37
2026-09-02,SEB-A.ST,223.2,225.84,217.32,216.42,2.77,59.74,70.48,73.15,227,216.2,221.58,213.74,194.75
2026-09-02,SHB-B.ST,232.6,236.05,228.77,238.98,3.19,51.3,53.64,64.3,237.6,227.6,232.41,232.45,229.63
2026-09-02,SWED-A.ST,378.1,386.31,367.48,384.99,4.68,55.73,66.01,75.95,390.5,366.2,376.9,371.88,348.14
2026-09-02,VOLV-B.ST,338.3,358.68,333.63,357.28,5.61,40.14,53.47,58.88,368.5,336.4,346.16,345.19,331.3
