Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-02-27,ABB.ST,843.6,10.15,-0.65,Neutral,Neutral,Neutral,Neutral
2026-02-27,AZN.ST,1883.5,13.61,-3.49,Neutral,Neutral,Neutral,Neutral
2026-02-27,INVE-B.ST,377.75,7.89,-0.02,Neutral,Neutral,High,High
2026-02-27,LUG.ST,844.5,35.31,2.72,Neutral,Neutral,Neutral,Neutral
2026-02-27,LUMI.ST,289.6,51.99,-1.17,Neutral,Neutral,Neutral,Neutral
2026-02-27,NDA-SE.ST,175.5,1.29,-2.87,Neutral,Neutral,Neutral,Neutral
2026-02-27,SAAB-B.ST,653.4,5.27,-4.41,Neutral,Neutral,Neutral,Neutral
2026-02-27,SEB-A.ST,192.8,1.71,-3.32,Neutral,Neutral,Neutral,Neutral
2026-02-27,SHB-B.ST,242,3.32,-1.96,Neutral,Neutral,Neutral,Neutral
2026-02-27,SWED-A.ST,347.8,1.89,-3.33,Neutral,Neutral,Neutral,Neutral
2026-02-27,VOLV-B.ST,351.8,4.71,-1.25,Neutral,Neutral,Neutral,Neutral
