Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-07-02,ABB.ST,1023.5,1072.56,940.66,965.9,27.1,54.82,72.34,76.9,1058.5,940.8,1006.61,978.75,826.2
2026-07-02,AZN.ST,1823.5,1857.2,1631.6,1714.57,44.46,61.47,56.72,59.37,1869.5,1656.5,1744.4,1734.43,1753.98
2026-07-02,INVE-B.ST,399,404.6,371.4,382.64,6.24,64.57,69.22,76.85,404.85,372.9,388,380.11,357.5
2026-07-02,LUG.ST,535.2,597.16,491.74,592.65,23.3,44.61,38.95,53.58,607.4,501.2,544.45,590.3,696.14
2026-07-02,LUMI.ST,232.7,283.71,215.61,262.39,10.84,40.11,49.85,62.64,291.3,222.4,249.66,254.74,233
2026-07-02,NDA-SE.ST,183.85,186.09,172.48,175.44,2.75,62.84,63.38,71.42,184.95,172.35,179.29,175.59,172.91
2026-07-02,SAAB-B.ST,541,544.25,481.1,545.37,19.81,58.85,47.73,59.31,542.4,480.9,512.67,531.44,586.18
2026-07-02,SEB-A.ST,194.75,198.59,180.69,186.06,2.78,64.32,58.73,64.7,196,180.85,189.64,185.01,187.87
2026-07-02,SHB-B.ST,235.4,239.95,221.09,225.4,3.39,63.01,57.66,65.93,236.4,221.4,230.52,225.9,228.5
2026-07-02,SWED-A.ST,361.5,369.25,330.03,344.48,5.68,65.63,67.14,73.73,363.5,331.6,349.64,337.81,332.04
2026-07-02,VOLV-B.ST,328.8,332.9,309.26,333.61,7.54,57.01,56.83,60.54,332.4,305.3,321.08,320.36,316.4
