Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-07-09,ABB.ST,1014,5.27,-5.4,Neutral,Neutral,Neutral,Neutral
2026-07-09,AZN.ST,1711,5.23,-10.67,High,High,High,High
2026-07-09,INVE-B.ST,396.8,5.22,-3.06,Neutral,Neutral,Neutral,Neutral
2026-07-09,LUG.ST,542.8,9.23,-8.42,Neutral,Neutral,Neutral,Neutral
2026-07-09,LUMI.ST,231.8,10.03,-15.08,Neutral,Neutral,Neutral,Neutral
2026-07-09,NDA-SE.ST,185.95,6.11,-1.96,Neutral,Neutral,Neutral,Neutral
2026-07-09,SAAB-B.ST,564,23.72,-5.74,Neutral,High,Neutral,Neutral
2026-07-09,SEB-A.ST,201.2,8.49,-0.39,Neutral,Neutral,Neutral,Neutral
2026-07-09,SHB-B.ST,236.8,3.97,-1.44,Neutral,Neutral,Neutral,Neutral
2026-07-09,SWED-A.ST,368.7,7.76,-1.16,Neutral,Neutral,Neutral,Neutral
2026-07-09,VOLV-B.ST,334.4,8.32,-2.53,Neutral,Neutral,Neutral,Neutral
