Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-04-10,ABB.ST,842.6,15.07,0.71,Neutral,Neutral,Neutral,Neutral
2026-04-10,AZN.ST,1903,12.94,-1.53,Neutral,Neutral,Neutral,Neutral
2026-04-10,INVE-B.ST,373.1,11.95,0.26,Neutral,Neutral,Neutral,Neutral
2026-04-10,LUG.ST,772.6,22.82,-2.88,Neutral,Neutral,Neutral,Neutral
2026-04-10,LUMI.ST,259.7,30.63,-0.23,Neutral,Neutral,Neutral,Neutral
2026-04-10,NDA-SE.ST,170.9,10.21,-2.78,Neutral,Neutral,Neutral,Neutral
2026-04-10,SAAB-B.ST,604,3.96,-14.64,Neutral,Neutral,Neutral,Neutral
2026-04-10,SEB-A.ST,181.35,7.77,-3.68,Neutral,Neutral,Neutral,Neutral
2026-04-10,SHB-B.ST,223.8,9.8,-6.09,Neutral,Neutral,Neutral,Neutral
2026-04-10,SWED-A.ST,328.9,8.1,-4.56,Neutral,Neutral,Neutral,Neutral
2026-04-10,VOLV-B.ST,325.8,14.22,-3.06,Neutral,Neutral,Neutral,Neutral
