Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-04-28,ABB.ST,898.2,21.97,-5.53,Neutral,Neutral,Neutral,Neutral
2026-04-28,AZN.ST,1738.5,-0.16,-10.34,Neutral,Neutral,Neutral,Neutral
2026-04-28,INVE-B.ST,372.5,6.25,-4.84,Neutral,Neutral,Neutral,Neutral
2026-04-28,LUG.ST,653.6,-0.73,-18.99,Neutral,Neutral,Neutral,Neutral
2026-04-28,LUMI.ST,233.4,6.35,-17.64,High,High,Neutral,Neutral
2026-04-28,NDA-SE.ST,171.65,6.41,-3.44,Neutral,Neutral,Neutral,Neutral
2026-04-28,SAAB-B.ST,565.7,2.99,-14.08,Neutral,Neutral,Neutral,Neutral
2026-04-28,SEB-A.ST,178.75,3.99,-4.96,Neutral,Neutral,Neutral,Neutral
2026-04-28,SHB-B.ST,223.2,6,-3.94,Neutral,Neutral,Neutral,Neutral
2026-04-28,SWED-A.ST,320.4,2.26,-5.43,Neutral,Neutral,Neutral,Neutral
2026-04-28,VOLV-B.ST,319,5.26,-4.3,Neutral,Neutral,Neutral,Neutral
