Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-07-01,ABB.ST,1056.5,12.5,-1.78,Neutral,Neutral,Neutral,Neutral
2026-07-01,AZN.ST,1825,12.59,-1.59,Neutral,Neutral,Neutral,Neutral
2026-07-01,INVE-B.ST,400.5,8.05,-0.74,Neutral,Neutral,Neutral,Neutral
2026-07-01,LUG.ST,514,4.73,-14.16,Neutral,Neutral,Neutral,Neutral
2026-07-01,LUMI.ST,232.5,7.99,-19.68,Neutral,Neutral,Neutral,Neutral
2026-07-01,NDA-SE.ST,183.2,6.42,-1.31,Neutral,Neutral,Neutral,Neutral
2026-07-01,SAAB-B.ST,522.9,8.36,-3.31,Neutral,Neutral,Neutral,Neutral
2026-07-01,SEB-A.ST,192.95,7.47,-2.75,Neutral,Neutral,Neutral,Neutral
2026-07-01,SHB-B.ST,234.6,6.46,-2.05,Neutral,Neutral,Neutral,Neutral
2026-07-01,SWED-A.ST,361.2,10.15,-2.07,Neutral,Neutral,Neutral,Neutral
2026-07-01,VOLV-B.ST,328.8,6.33,-1.25,Neutral,Neutral,Neutral,Neutral
