Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-05-06,ABB.ST,968.4,966.12,805.9,900.28,24.29,77.99,77.41,76.34,982,811.4,886.01,828.71,745.45
2026-05-06,AZN.ST,1708,1942.96,1660.29,1802.75,36.71,36.04,47.94,55.11,1925.5,1666,1801.63,1807.3,1717.18
2026-05-06,INVE-B.ST,378.5,385.68,364.15,360.61,7.18,58.08,63.56,74.26,387.05,364.05,374.91,363.66,338.78
2026-05-06,LUG.ST,637.4,830.03,582.79,682.25,25.59,39.67,44.99,60.72,790.4,594.2,706.41,727.18,722.66
2026-05-06,LUMI.ST,243.6,280.77,224.38,262.48,10.6,49.72,56.85,69.12,283.8,227.7,252.57,246.25,205.21
2026-05-06,NDA-SE.ST,172.35,174.63,168.6,164.07,2.91,55.13,54.87,67.39,175.95,167.35,171.62,169.43,168.16
2026-05-06,SAAB-B.ST,584.2,635.37,542.77,624.24,20.16,45.61,48.76,64.67,642.6,543.5,589.07,626.57,586.86
2026-05-06,SEB-A.ST,182.95,186.09,176.96,172.96,3.34,54.26,49.38,60.02,187,176.75,181.52,182.24,186.84
2026-05-06,SHB-B.ST,221.4,228.79,217.87,210.89,3.8,47.57,49.56,62.39,229.6,216.6,223.33,226.09,224.51
2026-05-06,SWED-A.ST,328,337.99,316.59,313.7,5.96,52.13,54.83,69,339.2,311.5,327.29,329.9,318.18
2026-05-06,VOLV-B.ST,331.3,331.11,311.6,301.7,7.57,58.89,58.03,60.39,332.6,312.1,321.36,321.67,301.87
