Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-06-18,ABB.ST,1037.5,9.69,0.15,Neutral,Neutral,Neutral,Neutral
2026-06-18,AZN.ST,1666,1.46,-6.24,Neutral,Neutral,Neutral,Neutral
2026-06-18,INVE-B.ST,391.15,4.45,0.68,Neutral,Neutral,Neutral,Neutral
2026-06-18,LUG.ST,568,9.7,-7.69,High,Neutral,Neutral,Neutral
2026-06-18,LUMI.ST,258.3,6.93,-12.12,Neutral,Neutral,Neutral,Neutral
2026-06-18,NDA-SE.ST,180.65,4.65,-0.68,High,High,High,High
2026-06-18,SAAB-B.ST,503.4,2.25,-11.11,Neutral,Neutral,High,High
2026-06-18,SEB-A.ST,194.55,9.39,-0.1,Neutral,Neutral,High,High
2026-06-18,SHB-B.ST,233,5.67,-0.65,Neutral,Neutral,High,High
2026-06-18,SWED-A.ST,355.6,8.18,0.37,Neutral,Neutral,High,High
2026-06-18,VOLV-B.ST,321.6,4.06,-2.89,Neutral,Neutral,Neutral,Neutral
