Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-07-10,ABB.ST,1005,3.7,-6.03,Neutral,Neutral,Neutral,Neutral
2026-07-10,AZN.ST,1700.5,4.8,-11.25,Neutral,Neutral,Neutral,Neutral
2026-07-10,INVE-B.ST,395.65,4.16,-3.13,Neutral,Neutral,Neutral,Neutral
2026-07-10,LUG.ST,549.2,10.24,-7.42,Neutral,Neutral,Neutral,Neutral
2026-07-10,LUMI.ST,236.2,12.42,-13.22,Neutral,Neutral,Neutral,Neutral
2026-07-10,NDA-SE.ST,184.55,4.5,-2.5,Neutral,Neutral,Neutral,Neutral
2026-07-10,SAAB-B.ST,546.7,19.91,-8.75,Neutral,Neutral,Neutral,Neutral
2026-07-10,SEB-A.ST,199.35,6.48,-1.2,Neutral,Neutral,Neutral,Neutral
2026-07-10,SHB-B.ST,234.8,2.25,-1.89,Neutral,Neutral,Neutral,Neutral
2026-07-10,SWED-A.ST,364.5,5.54,-2.08,Neutral,Neutral,Neutral,Neutral
2026-07-10,VOLV-B.ST,337.9,8.68,-1.66,Neutral,Neutral,Neutral,Neutral
