Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-05-08,ABB.ST,964,983.85,815.85,904.83,23.6,73.64,77.13,76.17,989.8,830.8,899.85,834.55,749.4
2026-05-08,AZN.ST,1667.5,1922.39,1635.46,1781.43,38.39,31.08,45.12,53.31,1925.5,1657,1778.92,1799.31,1720.86
2026-05-08,INVE-B.ST,368.8,385.76,364.62,360.61,7.19,49.07,59.78,71.77,387.05,364.05,375.19,363.77,339.88
2026-05-08,LUG.ST,637.8,817.07,571.85,682.25,25.59,40.4,45.03,60.74,790.4,594.2,694.46,722.3,723.21
2026-05-08,LUMI.ST,249,280.63,223.99,262.48,10.55,52.22,57.9,69.77,283.8,227.7,252.31,245.26,206.76
2026-05-08,NDA-SE.ST,169,174.67,168.5,164.07,2.84,46.89,51.81,64.64,175.95,167.65,171.59,169.09,168.33
2026-05-08,SAAB-B.ST,551.8,624.41,540.08,622.52,20.76,37.11,44.24,62.09,630.9,543.5,582.24,622.79,586.6
2026-05-08,SEB-A.ST,180.75,186.03,177.16,172.96,3.1,49.45,47.43,58.95,187,176.9,181.59,181.73,186.78
2026-05-08,SHB-B.ST,216.4,229.59,215.81,210.89,3.9,40.83,46.75,60.38,229.6,213.8,222.7,225.12,224.59
2026-05-08,SWED-A.ST,323.9,337.96,316.4,313.7,5.6,46.95,52.88,68.2,339.2,311.5,327.18,328.97,318.73
2026-05-08,VOLV-B.ST,323.9,329.9,312.41,306.4,7.25,52.86,55.52,59.14,334.9,312.1,321.16,320.63,302.57
