Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-09-14,ABB.ST,902.8,968.36,901.38,971.73,22.21,39.41,47.96,64.71,984.4,896.6,934.87,953.6,914.19
2026-09-14,AZN.ST,1592,1609.33,1505.22,1621.81,37.43,54.83,45.69,50.82,1612,1479,1557.28,1596.58,1719.03
2026-09-14,INVE-B.ST,399.1,419.2,400.1,415.91,4.92,34.13,55.75,73.4,419.55,398.05,409.65,407.67,383.33
2026-09-14,LUG.ST,639.4,738.38,611.12,716.59,25.54,47.15,50.78,58.68,730,599,674.75,605.64,643.5
2026-09-14,LUMI.ST,225.8,274.06,229.64,262.91,11.29,36.72,46.3,59.52,272.9,222.2,251.85,246,248.16
2026-09-14,NDA-SE.ST,198.55,201.89,187.87,192.17,2.86,61.37,69.79,76.3,202.5,187.8,194.88,191.89,179.43
2026-09-14,SAAB-B.ST,574.2,702,547.78,624.95,15.64,31.73,48.44,59.3,700.9,566.4,624.89,608.68,594.15
2026-09-14,SEB-A.ST,227.8,229.45,216.42,220.39,2.99,64.56,72.95,74.81,231.4,216.2,222.94,218.45,196.23
2026-09-14,SHB-B.ST,236,238.22,228.3,238.98,3.1,56.54,56.31,65.23,240,227.6,233.26,232.6,229.57
2026-09-14,SWED-A.ST,392,390.98,365.92,374.74,5.67,68.6,71.08,77.77,397.9,366.2,378.45,375.4,349.67
2026-09-14,VOLV-B.ST,335.4,352.79,334.86,356.54,6.7,39.31,51.47,58.16,354.4,334.1,343.82,347.08,331.57
