Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-06-10,ABB.ST,946.4,0.25,-7.71,Neutral,Neutral,Neutral,Neutral
2026-06-10,AZN.ST,1712.5,3.07,-4.12,Neutral,Neutral,Neutral,Neutral
2026-06-10,INVE-B.ST,377.85,3.62,-3.05,Neutral,Neutral,Neutral,Neutral
2026-06-10,LUG.ST,515.6,-0.83,-18.74,Neutral,Neutral,High,Neutral
2026-06-10,LUMI.ST,246.2,1.89,-16.28,Neutral,Neutral,Neutral,Neutral
2026-06-10,NDA-SE.ST,173.25,2.43,-4.53,Neutral,Neutral,Neutral,Neutral
2026-06-10,SAAB-B.ST,524.9,8.59,-7.97,Neutral,Neutral,Neutral,Neutral
2026-06-10,SEB-A.ST,183.25,3.2,-3.13,Neutral,Neutral,Neutral,Neutral
2026-06-10,SHB-B.ST,223,3.05,-4.48,Neutral,Neutral,Neutral,Neutral
2026-06-10,SWED-A.ST,336.8,4.47,-3.61,Neutral,Neutral,Neutral,Neutral
2026-06-10,VOLV-B.ST,307,-0.11,-7.23,High,High,High,High
