Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-05-12,ABB.ST,988.2,1006.4,823.96,915.36,24.73,75.89,78.63,77.04,991.6,841.6,915.18,841.04,753.65
2026-05-12,AZN.ST,1685,1893.36,1628.64,1788.88,38.39,35.66,46.37,54.07,1884,1657,1761,1793.26,1723.6
2026-05-12,INVE-B.ST,365.9,386.1,363.19,360.61,6.9,46.5,58.19,70.51,387.05,363.95,374.65,363.54,340.86
2026-05-12,LUG.ST,649.8,793.08,570.04,682.25,25.97,43.26,46.16,61.36,787.4,594.2,681.56,715.64,723.68
2026-05-12,LUMI.ST,258.1,280.26,223.82,262.48,10.15,56.03,59.73,70.8,283.8,227.7,252.04,244.12,208.36
2026-05-12,NDA-SE.ST,168.95,174.75,167.96,164.07,2.73,46.71,51.75,64.6,175.95,167.55,171.36,168.74,168.53
2026-05-12,SAAB-B.ST,520.2,622.96,521.75,585.83,21.12,30.81,40.55,58.63,625,518,572.35,617.44,585.89
2026-05-12,SEB-A.ST,179.15,185.9,176.9,172.96,3.07,45.91,46.02,57.92,187,176.9,181.4,181.11,186.73
2026-05-12,SHB-B.ST,214.6,229.86,213.66,210.89,3.93,38.46,45.76,59.69,229.6,213,221.76,224.04,224.65
2026-05-12,SWED-A.ST,321.6,336.62,315.76,313.7,5.48,43.94,51.53,67.28,339.2,311.5,326.19,327.83,319.24
2026-05-12,VOLV-B.ST,321.5,329.62,312.56,306.4,7.02,50.75,54.39,58.72,334.9,312.1,321.09,319.54,303.28
