Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-06-24,ABB.ST,1044,11.33,-1.1,Neutral,Neutral,Neutral,Neutral
2026-06-24,AZN.ST,1782,8.65,0.44,Neutral,High,Neutral,Neutral
2026-06-24,INVE-B.ST,392,5.17,-0.16,Neutral,Neutral,Neutral,Neutral
2026-06-24,LUG.ST,512.6,1.51,-16.15,Neutral,Neutral,Neutral,Neutral
2026-06-24,LUMI.ST,226.4,-1.59,-24.11,High,High,High,Neutral
2026-06-24,NDA-SE.ST,179.8,4.62,-2,Neutral,Neutral,Neutral,Neutral
2026-06-24,SAAB-B.ST,491,1.88,-13.19,Neutral,Neutral,Neutral,Neutral
2026-06-24,SEB-A.ST,190.15,7.25,-3.38,Neutral,Neutral,Neutral,Neutral
2026-06-24,SHB-B.ST,232.4,5.78,-1.74,Neutral,Neutral,Neutral,Neutral
2026-06-24,SWED-A.ST,353,8.16,-1.97,Neutral,Neutral,Neutral,Neutral
2026-06-24,VOLV-B.ST,318.2,2.9,-3.87,Neutral,Neutral,Neutral,Neutral
