Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-08-10,ABB.ST,962.6,1006.84,903.71,994.02,23.07,49.27,57.78,69.15,1022.5,897.4,955.27,986.68,876.79
2026-08-10,AZN.ST,1536.5,1729.65,1481.5,1680.47,53.57,38.76,39.22,48.06,1699,1467,1605.58,1690.68,1743.93
2026-08-10,INVE-B.ST,422.3,429.14,383.81,407.19,5.76,71.94,72,81.46,426.8,387.4,406.47,396.13,372.02
2026-08-10,LUG.ST,617.8,612.13,492.53,540.59,26.81,63.67,50.43,58.27,632.4,508.4,552.33,550.06,659.74
2026-08-10,LUMI.ST,257.2,264.23,224.3,225.26,11.64,57.38,55.6,66.4,265.3,222.1,244.27,248.24,243.57
2026-08-10,NDA-SE.ST,190.35,195.41,185.26,186.08,2.81,53.34,65.78,73.29,195.4,180.55,190.34,184.38,176.53
2026-08-10,SAAB-B.ST,637.5,662.59,512.06,567.99,22.06,68.32,59.24,65.4,649.7,513.2,587.33,552.36,602.18
2026-08-10,SEB-A.ST,221.8,231.19,204.11,216.09,3.34,63.71,71.85,73.62,228,197.7,217.65,201.48,192.18
2026-08-10,SHB-B.ST,233.2,238.34,223.4,238.98,3.39,52.37,54.6,64.53,237.6,222,230.87,231.07,229.98
2026-08-10,SWED-A.ST,379,390.95,356.16,370.29,5.21,57.32,68.27,77.9,390.5,350.1,373.55,360.22,343.53
2026-08-10,VOLV-B.ST,353.8,376.2,328.95,346.61,7.41,54.43,62.83,63.74,374.5,332.5,352.57,335.94,327.06
