Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-06-04,ABB.ST,994,4.66,-2.69,Neutral,Neutral,Neutral,Neutral
2026-06-04,AZN.ST,1696.5,2.84,-4.89,Neutral,Neutral,Neutral,Neutral
2026-06-04,INVE-B.ST,381,5.37,-2.1,Neutral,Neutral,Neutral,Neutral
2026-06-04,LUG.ST,588.2,6.4,-9.85,Neutral,Neutral,Neutral,Neutral
2026-06-04,LUMI.ST,286.1,17.94,-2.43,Neutral,Neutral,Neutral,Neutral
2026-06-04,NDA-SE.ST,176.15,5.82,-3.27,Neutral,Neutral,Neutral,Neutral
2026-06-04,SAAB-B.ST,527.9,9.68,-8.25,Neutral,Neutral,Neutral,Neutral
2026-06-04,SEB-A.ST,181.85,2.92,-3.77,Neutral,Neutral,Neutral,Neutral
2026-06-04,SHB-B.ST,224.6,5.89,-4.36,Neutral,Neutral,Neutral,Neutral
2026-06-04,SWED-A.ST,334.7,5.71,-4.47,Neutral,Neutral,Neutral,Neutral
2026-06-04,VOLV-B.ST,325.1,5.13,-1.88,Neutral,Neutral,Neutral,Neutral
