Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-04-30,ABB.ST,914.6,19.2,-3.94,Neutral,Neutral,Neutral,Neutral
2026-04-30,AZN.ST,1733.5,1.49,-11,Neutral,Neutral,Neutral,Neutral
2026-04-30,INVE-B.ST,372,4.19,-4.34,Neutral,Neutral,Neutral,Neutral
2026-04-30,LUG.ST,632.6,0.37,-22.93,Neutral,Neutral,Neutral,Neutral
2026-04-30,LUMI.ST,235.3,4.66,-16.09,Neutral,Neutral,Neutral,Neutral
2026-04-30,NDA-SE.ST,172.1,4.04,-2.3,Neutral,Neutral,Neutral,Neutral
2026-04-30,SAAB-B.ST,560,3.84,-14.98,Neutral,Neutral,Neutral,Neutral
2026-04-30,SEB-A.ST,181.15,3.39,-2.96,Neutral,Neutral,Neutral,Neutral
2026-04-30,SHB-B.ST,222.2,2.68,-3.2,Neutral,Neutral,Neutral,Neutral
2026-04-30,SWED-A.ST,323.7,2.71,-4.29,Neutral,Neutral,Neutral,Neutral
2026-04-30,VOLV-B.ST,319.1,3.33,-3.57,Neutral,Neutral,Neutral,Neutral
