Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-06-15,ABB.ST,987.4,1063.17,936.89,3,22.32,27.37,16.28,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-15,AZN.ST,1695.17,1810.13,1618.52,2,24.7,14.55,30.49,SELL,WAIT FOR SETUP,Mixed
2026-06-15,INVE-B.ST,385.7,404.39,373.24,16,26.22,28.24,13.75,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-15,LUG.ST,569.2,649.57,515.62,3,29.61,45.19,28.45,SELL,WAIT FOR SETUP,Mixed
2026-06-15,LUMI.ST,268.1,303.22,244.69,8,35.62,35.93,26.64,SELL,WAIT FOR SETUP,Strong Uptrend
2026-06-15,NDA-SE.ST,179.77,187.18,174.82,40,32.6,40.67,16.43,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-15,SAAB-B.ST,521.6,584.24,479.84,4,17.69,14.51,22.63,SELL,WAIT FOR SETUP,Mixed
2026-06-15,SEB-A.ST,191.83,200.61,185.98,34,32.82,49.15,10.02,BUY,WAIT FOR VOLUME,Mixed
2026-06-15,SHB-B.ST,232.53,243.25,225.39,27,36.86,44.85,9.83,BUY,WAIT FOR VOLUME,Mixed
2026-06-15,SWED-A.ST,349.73,366.92,338.28,17,37.03,38.1,6.91,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-15,VOLV-B.ST,324.13,351.24,306.06,11,25.47,27.8,21.78,SELL,WAIT FOR SETUP,Mixed
