Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-09-16,ABB.ST,934.6,3.51,-2.62,Neutral,Neutral,Neutral,Neutral
2026-09-16,AZN.ST,1593,4.61,-0.98,Neutral,Neutral,Neutral,Neutral
2026-09-16,INVE-B.ST,402.35,1.24,-4.13,Neutral,Neutral,Neutral,Neutral
2026-09-16,LUG.ST,645.4,3.63,-11.82,Neutral,Neutral,Neutral,Neutral
2026-09-16,LUMI.ST,226.1,1.62,-18.47,Neutral,Neutral,Neutral,Neutral
2026-09-16,NDA-SE.ST,199.7,5.79,-1.46,Neutral,Neutral,Neutral,Neutral
2026-09-16,SAAB-B.ST,598.5,8.96,-12.1,Neutral,Neutral,Neutral,Neutral
2026-09-16,SEB-A.ST,229.2,5.77,-0.66,Neutral,Neutral,Neutral,Neutral
2026-09-16,SHB-B.ST,238.2,4.4,-0.52,Neutral,Neutral,Neutral,Neutral
2026-09-16,SWED-A.ST,396.7,8.91,0.25,Neutral,Neutral,Neutral,Neutral
2026-09-16,VOLV-B.ST,333,0.53,-6.04,Neutral,Neutral,Neutral,Neutral
