Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-09-18,ABB.ST,962.6,6.81,0.05,Neutral,Neutral,Neutral,Neutral
2026-09-18,AZN.ST,1638.5,8.17,0.47,Neutral,Neutral,Neutral,Neutral
2026-09-18,INVE-B.ST,405.75,2.26,-3.11,Neutral,Neutral,High,High
2026-09-18,LUG.ST,634.6,2.9,-13.32,Neutral,Neutral,Neutral,Neutral
2026-09-18,LUMI.ST,232.6,6.04,-15.89,Neutral,Neutral,Neutral,Neutral
2026-09-18,NDA-SE.ST,198.8,3.54,-1.83,Neutral,High,High,High
2026-09-18,SAAB-B.ST,603.6,8.9,-7.98,Neutral,Neutral,Neutral,Neutral
2026-09-18,SEB-A.ST,227.8,4.03,-1.56,Neutral,Neutral,High,High
2026-09-18,SHB-B.ST,239.8,4.77,-0.7,Neutral,Neutral,High,Neutral
2026-09-18,SWED-A.ST,402.4,10.66,-0.46,Neutral,Neutral,High,High
2026-09-18,VOLV-B.ST,333,0.87,-6.31,Neutral,Neutral,Neutral,Neutral
