Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-04-08,ABB.ST,821,820.19,741.09,741.57,27.24,60.73,64.96,69.58,830,733.4,780.64,789.54,715.76
2026-04-08,AZN.ST,1895.5,1904.18,1690.97,1784.37,41.39,66.81,64.37,63.03,1925.5,1692.5,1797.58,1792.7,1676.85
2026-04-08,INVE-B.ST,371,367.77,335.33,343.25,9.44,62.48,64.56,72.78,374,326.35,351.55,356.76,327.58
2026-04-08,LUG.ST,764.6,799.55,626.69,784.5,40.82,57.27,55.8,69.52,800,596,713.12,730.28,710.27
2026-04-08,LUMI.ST,255.8,256.42,200.81,213.86,13.54,59.97,63.47,70.75,257,191.5,228.61,237.34,187.63
2026-04-08,NDA-SE.ST,170.75,175.82,155.08,157.33,4.61,56.66,54.06,67.03,173,153.85,165.45,171.24,165.4
2026-04-08,SAAB-B.ST,627.9,712.18,588,677.42,30.17,45.98,53.72,70.48,704.4,577,650.09,655.4,579.66
2026-04-08,SEB-A.ST,182.7,190.57,167.56,184.03,5,53.23,48.59,60.5,189.45,168.2,179.07,187.38,186.57
2026-04-08,SHB-B.ST,224.4,242.06,202.92,227.54,8.4,50.53,51.14,63.63,238.8,200,222.49,232.09,221.42
2026-04-08,SWED-A.ST,326.5,347.36,303.85,334.49,10.42,49.27,54.97,69.2,343.9,299.2,325.61,338.66,311.22
2026-04-08,VOLV-B.ST,331.1,338.88,284.02,297.42,10.95,59.55,58.41,60.48,335.5,276.5,311.45,328.82,296.11
