Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-08-12,ABB.ST,983,1003.74,905.17,994.02,23.51,54.61,60,69.98,1022.5,897.4,954.46,986.56,878.79
2026-08-12,AZN.ST,1512.5,1728.07,1470.88,1669.51,52.89,36.98,37.46,47.21,1699,1467,1599.47,1686.82,1742.76
2026-08-12,INVE-B.ST,418.8,430.06,385.68,407.19,5.68,65.47,69.59,81.09,426.8,387.4,407.87,396.9,372.64
2026-08-12,LUG.ST,639,627.04,488.64,559.91,27.11,66.8,52.73,59.36,639,508.4,557.84,550.78,659.1
2026-08-12,LUMI.ST,254.6,265.24,225.17,225.26,10.86,55.51,54.94,66.1,265.3,222.1,245.21,247.75,243.95
2026-08-12,NDA-SE.ST,189.9,195.09,186.06,186.08,2.65,52.24,65.05,72.88,195.4,180.55,190.57,184.64,176.62
2026-08-12,SAAB-B.ST,667,672.44,516.14,592.49,22.61,73.91,62.23,66.96,669.8,513.2,594.29,554.35,602.9
2026-08-12,SEB-A.ST,219.9,229.5,207.83,216.09,3.25,59.77,69.65,72.41,228,197.7,218.67,202.18,192.33
2026-08-12,SHB-B.ST,231.2,237.97,223.41,238.98,3.16,48.76,52.95,64.02,237.6,222,230.69,231.1,229.95
2026-08-12,SWED-A.ST,375.5,390.82,357.61,370.29,5.06,53.5,65.82,76.4,390.5,350.1,374.21,360.9,343.86
2026-08-12,VOLV-B.ST,348.6,375.64,330.92,346.61,7.5,48.75,59.83,62.37,374.5,333.3,353.28,336.42,327.4
