Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-07-31,ABB.ST,934.8,1038.66,893.41,994.02,29.89,42.44,54.69,68.29,1045,897.4,966.04,989.94,867.49
2026-07-31,AZN.ST,1627.5,1825.52,1528.33,1759.63,41.29,41,43.67,51.57,1872,1587,1676.92,1715.69,1750.71
2026-07-31,INVE-B.ST,411,411.39,387.94,394.49,6.29,66.61,69.32,80.17,416.55,387.4,399.67,391.94,368.75
2026-07-31,LUG.ST,540.6,569.89,509.93,577.43,20.61,48.53,41.36,53.83,576.2,508.4,539.91,549.26,666.3
2026-07-31,LUMI.ST,236.3,255.66,219.74,225.08,10.49,46.56,50.39,63.82,259.8,215.9,237.7,249.17,241.54
2026-07-31,NDA-SE.ST,192.3,194.27,183.64,183.49,3.31,61.89,68.35,74.63,193.75,180.55,188.95,183.05,175.88
2026-07-31,SAAB-B.ST,597.9,632.35,514.55,541.56,22.77,59.83,54.66,63.02,630,513.2,573.45,543.58,598.51
2026-07-31,SEB-A.ST,223.3,228.43,194.52,212.69,4.17,76.66,74.43,73.95,224.6,197.35,211.47,197.69,191.13
2026-07-31,SHB-B.ST,232.8,240.22,222.5,238.98,4.63,53.75,54.59,64.79,241.2,222,231.36,230.5,229.74
2026-07-31,SWED-A.ST,381,379.48,358.05,364.45,6.67,67.36,71.37,78.13,383.5,350.1,368.76,355.97,341.27
2026-07-31,VOLV-B.ST,364.3,368.05,324.42,344.29,7.66,76.59,69.41,66.67,370.1,330.9,346.24,331.77,324.75
