Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-06-22,ABB.ST,1042.33,1121.25,989.72,3,46.22,40.67,6.58,,WAIT FOR VOLUME,Strong Uptrend
2026-06-22,AZN.ST,1684.17,1798.49,1607.95,2,19.33,18.35,18.96,SELL,WAIT FOR SETUP,Mixed
2026-06-22,INVE-B.ST,390.77,408.82,378.73,16,35.41,25.34,8.61,,WAIT FOR VOLUME,Strong Uptrend
2026-06-22,LUG.ST,558.27,635.03,507.09,3,25.51,31.1,39.23,SELL,WAIT FOR SETUP,Mixed
2026-06-22,LUMI.ST,253.1,289.89,228.57,8,28.17,26.72,42.53,SELL,WAIT FOR SETUP,Mixed
2026-06-22,NDA-SE.ST,184,192.55,178.3,35,50.36,36.35,5.62,,WAIT FOR VOLUME,Strong Uptrend
2026-06-22,SAAB-B.ST,512.8,570.12,474.59,5,36.24,10.24,22.93,SELL,WAIT FOR SETUP,Mixed
2026-06-22,SEB-A.ST,195.57,204.61,189.54,33,57.76,35.72,4.73,,WAIT FOR VOLUME,Mixed
2026-06-22,SHB-B.ST,235.4,245.94,228.37,28,49.17,33.51,7.87,,WAIT FOR VOLUME,Mixed
2026-06-22,SWED-A.ST,359.67,377.8,347.58,16,63.39,43.51,3.12,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-06-22,VOLV-B.ST,319.6,345.23,302.51,11,15.21,14.47,20.58,SELL,WAIT FOR SETUP,Mixed
