Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-03-09,ABB.ST,757.6,850.51,771.85,813.76,19.99,37.54,57.23,66.15,845.4,738,811.18,753.84,696.66
2026-03-09,AZN.ST,1738,1928.74,1745.76,1865.42,38.39,39.12,54.52,56.04,1915,1679.5,1837.25,1755.76,1635.25
2026-03-09,INVE-B.ST,350.65,377.48,352.23,371.24,7.97,41.14,58.87,67.56,378.55,341.05,364.85,350.82,319.57
2026-03-09,LUG.ST,753.5,853.35,652.95,743.79,42.86,48.55,55.22,70.83,916.5,674,753.15,757.86,687.3
2026-03-09,LUMI.ST,220.8,301.35,200.69,269.87,17.51,40.41,57.33,66.41,301.8,214.2,251.02,232.22,171.34
2026-03-09,NDA-SE.ST,164.2,182.78,165.6,175.44,3.85,32.87,48.58,66.37,180.35,161.65,174.19,175.46,163.06
2026-03-09,SAAB-B.ST,662.8,675.12,621.77,694.33,26.88,53.24,61.91,75.17,710,608.7,648.45,655.01,562.25
2026-03-09,SEB-A.ST,182.75,199.71,182.24,193.22,3.73,34.39,45.98,63.06,197.85,179.45,190.97,195.04,186.26
2026-03-09,SHB-B.ST,230.6,247.21,230.51,228.88,5.86,41.94,54.27,69.32,247.6,225.8,238.86,236.46,218.57
2026-03-09,SWED-A.ST,331.1,358.13,331.35,351.22,7.8,38.36,59.19,73.32,357.2,323.2,344.74,341.41,303.77
2026-03-09,VOLV-B.ST,319.8,360.05,326.87,342.87,7.48,35.7,56.08,60.33,354,316.2,343.46,326.5,293.18
