Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-08-31,ABB.ST,944.6,986.58,924.96,994.02,18.44,46.18,54.6,68.39,990.2,920,955.77,973.6,904.39
2026-08-31,AZN.ST,1557,1606.87,1476.28,1621.81,30.32,46.36,42.33,49.43,1612,1470.5,1541.58,1644.08,1727.07
2026-08-31,INVE-B.ST,413.75,425.7,406.81,407.33,4.01,53.81,64.81,80.16,426.8,408.1,416.26,406.29,379.98
2026-08-31,LUG.ST,691.8,749.47,547.07,647.66,24.26,62.28,57.04,62.16,730,535.2,648.27,581.54,646.8
2026-08-31,LUMI.ST,269.3,273.77,236.94,245.05,8.24,63.44,57.57,67.65,272.9,235.5,255.35,243.91,247.1
2026-08-31,NDA-SE.ST,197.65,196.49,187.6,190.02,2.19,68.82,71.29,76,197.85,187.8,192.04,189.15,178.15
2026-08-31,SAAB-B.ST,634.2,699.01,607.59,625.56,16.74,50.13,55.92,65.43,702.3,615.4,653.3,595.42,599.71
2026-08-31,SEB-A.ST,224.9,226.7,216.89,216.42,2.69,64.04,71.68,74.11,228,216.2,221.79,212.48,194.49
2026-08-31,SHB-B.ST,234,236.55,228.71,238.98,2.99,55.22,55,64.7,237.6,227.6,232.63,232.5,229.68
2026-08-31,SWED-A.ST,378.4,388.97,366.72,384.99,4.51,56,66.13,76.61,390.5,366.2,377.85,370.98,347.76
2026-08-31,VOLV-B.ST,347.6,366.95,330.96,357.28,5.47,50.62,58.33,61.3,374.5,336.8,348.96,344.26,331.02
