Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-09-04,ABB.ST,912.2,1.1,-7.73,Neutral,Neutral,Neutral,Neutral
2026-09-04,AZN.ST,1571,5.73,-2.67,Neutral,Neutral,Neutral,Neutral
2026-09-04,INVE-B.ST,410.65,1.17,-2.43,Neutral,Neutral,Neutral,Neutral
2026-09-04,LUG.ST,699,18.57,-6.23,Neutral,Neutral,Neutral,Neutral
2026-09-04,LUMI.ST,247.5,4.91,-8.45,Neutral,Neutral,Neutral,Neutral
2026-09-04,NDA-SE.ST,198.4,6.03,-0.22,Neutral,Neutral,Neutral,Neutral
2026-09-04,SAAB-B.ST,597.5,1.19,-15.49,Neutral,Neutral,Neutral,Neutral
2026-09-04,SEB-A.ST,225.4,3.81,-0.36,Neutral,Neutral,Neutral,Neutral
2026-09-04,SHB-B.ST,236,3.12,0.04,Neutral,Neutral,Neutral,Neutral
2026-09-04,SWED-A.ST,384,4.24,-0.2,Neutral,Neutral,Neutral,Neutral
2026-09-04,VOLV-B.ST,345.2,2.81,-2.52,Neutral,Neutral,Neutral,Neutral
