Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-05-05,ABB.ST,937.6,18.19,-2.09,Neutral,Neutral,Neutral,Neutral
2026-05-05,AZN.ST,1676,0.33,-14,Neutral,Neutral,Neutral,Neutral
2026-05-05,INVE-B.ST,370.4,2.83,-4.36,Neutral,Neutral,Neutral,Neutral
2026-05-05,LUG.ST,603.2,1.81,-27.42,Neutral,Neutral,Neutral,Neutral
2026-05-05,LUMI.ST,232.2,4.03,-17.4,Neutral,Neutral,Neutral,Neutral
2026-05-05,NDA-SE.ST,171.1,2.4,-2.48,Neutral,Neutral,Neutral,Neutral
2026-05-05,SAAB-B.ST,576,6.19,-9.97,Neutral,Neutral,Neutral,Neutral
2026-05-05,SEB-A.ST,179.9,2.23,-3.47,Neutral,Neutral,Neutral,Neutral
2026-05-05,SHB-B.ST,219.2,1.23,-4.48,Neutral,Neutral,Neutral,Neutral
2026-05-05,SWED-A.ST,326.3,3.45,-3.53,Neutral,Neutral,Neutral,Neutral
2026-05-05,VOLV-B.ST,315.5,1.82,-4.5,Neutral,Neutral,Neutral,Neutral
