Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-06-29,ABB.ST,1023.17,1105.15,968.51,3,39.84,22.64,17.09,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-06-29,AZN.ST,1843.5,1967.46,1760.86,2,55.58,44.62,4.98,SELL,WAIT FOR VOLUME,Mixed
2026-06-29,INVE-B.ST,396.43,415.15,383.95,16,52.74,34.48,8.8,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-29,LUG.ST,524.67,599.41,474.84,4,31.51,18.85,35.3,SELL,WAIT FOR SETUP,Mixed
2026-06-29,LUMI.ST,231.27,265.3,208.58,8,43.99,12.88,38.81,SELL,WAIT FOR SETUP,Mixed
2026-06-29,NDA-SE.ST,181.42,189.78,175.84,35,29.99,29.97,17.23,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-06-29,SAAB-B.ST,499.68,557.82,460.93,5,34.52,20.21,18.09,SELL,WAIT FOR SETUP,Mixed
2026-06-29,SEB-A.ST,191,199.22,185.52,36,30.48,18.28,23.31,SELL,WAIT FOR VOLUME,Mixed
2026-06-29,SHB-B.ST,234.13,244.55,227.19,28,26.48,18.99,15.64,SELL,WAIT FOR VOLUME,Mixed
2026-06-29,SWED-A.ST,359.17,376.14,347.85,17,58.85,33.93,9.13,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-06-29,VOLV-B.ST,325.2,350.76,308.16,11,34.06,25.48,8.43,,WAIT FOR SETUP,Strong Uptrend
