Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-03-18,ABB.ST,804.6,4.64,-4.84,Neutral,Neutral,Neutral,Neutral
2026-03-18,AZN.ST,1783,1.89,-6.26,Neutral,Neutral,Neutral,Neutral
2026-03-18,INVE-B.ST,357.05,3.16,-5.64,Neutral,Neutral,Neutral,Neutral
2026-03-18,LUG.ST,737,6.23,-12.98,Neutral,Neutral,Neutral,Neutral
2026-03-18,LUMI.ST,235,10.52,-21.25,Neutral,Neutral,Neutral,Neutral
2026-03-18,NDA-SE.ST,172.05,4.86,-4.75,Neutral,Neutral,Neutral,Neutral
2026-03-18,SAAB-B.ST,695.6,10.44,-0.72,Neutral,Neutral,Neutral,Neutral
2026-03-18,SEB-A.ST,188.15,4.95,-4.93,Neutral,Neutral,Neutral,Neutral
2026-03-18,SHB-B.ST,236.2,3.98,-3.98,Neutral,Neutral,Neutral,Neutral
2026-03-18,SWED-A.ST,342.6,4.64,-3.25,Neutral,Neutral,Neutral,Neutral
2026-03-18,VOLV-B.ST,316.5,1.21,-12.32,Neutral,Neutral,Neutral,Neutral
