Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-07-22,ABB.ST,958,2.79,-10.49,Neutral,Neutral,Neutral,Neutral
2026-07-22,AZN.ST,1651.5,7.49,-14.92,Neutral,Neutral,Neutral,Neutral
2026-07-22,INVE-B.ST,400.4,2.75,-1.19,Neutral,Neutral,Neutral,Neutral
2026-07-22,LUG.ST,561,11.24,-0.76,Neutral,Neutral,Neutral,Neutral
2026-07-22,LUMI.ST,251.5,14.49,0.92,Neutral,Neutral,Neutral,Neutral
2026-07-22,NDA-SE.ST,192.65,7.25,0.09,Neutral,Neutral,Neutral,Neutral
2026-07-22,SAAB-B.ST,585.5,23.25,-4.84,Neutral,Neutral,Neutral,Neutral
2026-07-22,SEB-A.ST,217.7,18.34,-1.18,Neutral,Neutral,Neutral,Neutral
2026-07-22,SHB-B.ST,230.2,2.75,-4.89,Neutral,Neutral,Neutral,Neutral
2026-07-22,SWED-A.ST,370.4,4.12,-0.54,Neutral,Neutral,Neutral,Neutral
2026-07-22,VOLV-B.ST,343.7,6.12,-0.84,Neutral,Neutral,Neutral,Neutral
