Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-06-11,ABB.ST,970,1025.95,942.17,1022.97,24.05,51.31,72.26,74.97,1022.5,939.8,984.06,922.12,793.84
2026-06-11,AZN.ST,1729.5,1786.64,1662.26,1629.52,35.86,50.08,49.92,56.08,1775.5,1601.5,1724.45,1767.09,1742.91
2026-06-11,INVE-B.ST,377.5,389.11,366.39,365.31,5.76,51.47,61.18,73.7,387.85,358,377.75,373.54,350.36
2026-06-11,LUG.ST,529.6,622.31,520.03,589.41,25.06,36.77,37.6,53.03,638,501.2,571.17,647.77,712.56
2026-06-11,LUMI.ST,248.2,293.22,239.26,281.84,11.24,42.52,54.32,65.88,295.9,241.6,266.24,256.58,225.54
2026-06-11,NDA-SE.ST,174.7,180.81,170.49,171.78,2.47,51.41,55.46,66.84,181.8,168.55,175.65,172.14,171.07
2026-06-11,SAAB-B.ST,541.5,570.12,488.6,514.65,20.38,50.17,46.15,60.28,585,475.9,529.36,563.04,587.57
2026-06-11,SEB-A.ST,184.1,188.91,178.49,179.57,2.81,52.71,50.46,60.47,190.9,177.5,183.7,181.55,186.9
2026-06-11,SHB-B.ST,225.8,232.4,218.68,219.38,3.54,53.31,52.03,63.3,233.8,214,225.54,222.48,226.41
2026-06-11,SWED-A.ST,340.8,348.42,325.56,329.61,5.16,58.89,59.28,70.91,349.8,321.1,336.99,329.93,326.09
2026-06-11,VOLV-B.ST,310.4,331.3,306.1,333.61,8.34,42.79,48.68,56.25,332.4,305.3,318.7,319.02,310.9
