Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-05-28,ABB.ST,989.47,1056.73,944.62,4,28.82,18.02,26.27,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-05-28,AZN.ST,1719,1823.14,1649.57,2,30.98,9.22,35.97,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-05-28,INVE-B.ST,379.95,398.81,367.38,15,30.01,27.4,24.1,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-05-28,LUG.ST,565.53,635.18,519.1,4,53.42,7.02,44.71,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-05-28,LUMI.ST,265.17,297.16,243.84,9,21.11,23.39,17.33,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-05-28,NDA-SE.ST,178,185.66,172.89,39,51.25,34.67,19.22,SELL,WAIT FOR VOLUME,Mixed
2026-05-28,SAAB-B.ST,560.13,621.6,519.15,4,38.43,40.79,8.16,BUY,STAY IN CASH,Mixed
2026-05-28,SEB-A.ST,185.58,194.52,179.63,33,39.69,26.52,22.33,SELL,WAIT FOR SETUP,Mixed
2026-05-28,SHB-B.ST,227.67,239.41,219.84,25,42.93,26.16,19.64,SELL,WAIT FOR VOLUME,Mixed
2026-05-28,SWED-A.ST,340.7,356.02,330.49,19,49.64,33.45,23.05,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-05-28,VOLV-B.ST,323.07,341.75,310.61,16,42.76,31.55,7.82,,WAIT FOR SETUP,Strong Uptrend
