Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-06-08,ABB.ST,972,1039.26,927.16,4,30.45,13.05,36.44,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-06-08,AZN.ST,1744.67,1846.77,1676.6,2,33.01,37.03,32.76,SELL,STAY IN CASH,Mixed
2026-06-08,INVE-B.ST,377.77,394.87,366.37,17,19.36,13.94,25.92,SELL,WAIT FOR SETUP,Strong Uptrend
2026-06-08,LUG.ST,543.93,614.41,496.95,4,26.03,21.69,42.95,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-06-08,LUMI.ST,256.73,289.45,234.92,9,38.01,18.08,44.49,ACCUMULATE,ACCUMULATE (BUY DIP),Mixed
2026-06-08,NDA-SE.ST,175.05,182.8,169.89,38,31.09,14.04,35.26,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-06-08,SAAB-B.ST,532.6,590.46,494.03,5,23.82,22.61,24.5,SELL,WAIT FOR SETUP,Mixed
2026-06-08,SEB-A.ST,184.13,193.14,178.13,33,27.34,27.57,26.78,SELL,WAIT FOR SETUP,Mixed
2026-06-08,SHB-B.ST,223.53,234.76,216.05,26,27.52,12.36,28.57,SELL,ACCUMULATE (BUY DIP),Mixed
2026-06-08,SWED-A.ST,335.97,351.72,325.47,19,28.35,14.16,24.15,SELL,WAIT FOR SETUP,Strong Uptrend
2026-06-08,VOLV-B.ST,318.83,340.39,304.46,13,26.21,19.32,31.57,SELL,ACCUMULATE (BUY DIP),Mixed
