Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-06-17,ABB.ST,1008.1,1085.22,956.69,3,32.06,36.5,9.76,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-17,AZN.ST,1686.5,1797.39,1612.57,2,29.29,18.54,28.84,SELL,WAIT FOR SETUP,Mixed
2026-06-17,INVE-B.ST,385.8,404.01,373.66,16,27.63,20.4,11.83,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-06-17,LUG.ST,599.87,683.33,544.23,3,35.08,50.3,18.22,BUY,STAY IN CASH,Mixed
2026-06-17,LUMI.ST,275.33,311.33,251.33,8,36.64,41.67,17.01,BUY,WAIT FOR SETUP,Strong Uptrend
2026-06-17,NDA-SE.ST,180.5,188.31,175.29,38,39.29,34.3,10.34,,STRONG BUY / HOLD,Strong Uptrend
2026-06-17,SAAB-B.ST,509.47,568.66,470,5,29.46,9.18,22.99,SELL,WAIT FOR SETUP,Mixed
2026-06-17,SEB-A.ST,194.02,203.02,188.02,33,47.46,47.81,6.75,,STRONG BUY / HOLD,Mixed
2026-06-17,SHB-B.ST,232.27,242.98,225.12,28,42.51,30.38,12,,WAIT FOR VOLUME,Mixed
2026-06-17,SWED-A.ST,351.13,369.2,339.09,16,50.49,37.56,4.51,BUY,STRONG BUY / HOLD,Strong Uptrend
2026-06-17,VOLV-B.ST,319.7,346.19,302.04,11,16.93,20.99,21.94,SELL,STAY IN CASH,Mixed
