Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-04-27,ABB.ST,910.2,25.61,-3.96,Neutral,Neutral,Neutral,Neutral
2026-04-27,AZN.ST,1748,-0.32,-9.55,Neutral,Neutral,Neutral,Neutral
2026-04-27,INVE-B.ST,372.25,7.45,-5.26,Neutral,Neutral,Neutral,Neutral
2026-04-27,LUG.ST,671,1.22,-16.56,Neutral,Neutral,Neutral,Neutral
2026-04-27,LUMI.ST,246.2,13.76,-13.58,Neutral,Neutral,Neutral,Neutral
2026-04-27,NDA-SE.ST,170.75,7.62,-4.52,Neutral,Neutral,Neutral,Neutral
2026-04-27,SAAB-B.ST,567.4,2.58,-13.67,Neutral,Neutral,Neutral,Neutral
2026-04-27,SEB-A.ST,178.8,4.84,-5.21,Neutral,Neutral,Neutral,Neutral
2026-04-27,SHB-B.ST,220.8,6.33,-5.43,Neutral,Neutral,Neutral,Neutral
2026-04-27,SWED-A.ST,320.1,3.06,-5.93,Neutral,Neutral,Neutral,Neutral
2026-04-27,VOLV-B.ST,319.5,6.43,-4.43,Neutral,Neutral,Neutral,Neutral
