Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-08-11,ABB.ST,967.8,6.31,-2.14,Neutral,Neutral,Neutral,Neutral
2026-08-11,AZN.ST,1529,3.7,-11.55,Neutral,Neutral,Neutral,Neutral
2026-08-11,INVE-B.ST,419.35,8.29,-2.51,Neutral,Neutral,Neutral,Neutral
2026-08-11,LUG.ST,632.6,28.95,1.19,Neutral,Neutral,Neutral,Neutral
2026-08-11,LUMI.ST,252.4,12.36,-4.75,Neutral,Neutral,Neutral,Neutral
2026-08-11,NDA-SE.ST,190.15,1.9,-2.53,Neutral,Neutral,Neutral,Neutral
2026-08-11,SAAB-B.ST,658.2,24.69,-1.35,Neutral,Neutral,Neutral,Neutral
2026-08-11,SEB-A.ST,220.9,4.65,-3.24,Neutral,Neutral,Neutral,Neutral
2026-08-11,SHB-B.ST,232.4,3.92,-2.16,Neutral,Neutral,Neutral,Neutral
2026-08-11,SWED-A.ST,377.5,5.29,-3.59,Neutral,Neutral,Neutral,Neutral
2026-08-11,VOLV-B.ST,350,5.03,-6.96,Neutral,Neutral,Neutral,Neutral
