Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-05-07,ABB.ST,983.2,981.2,807.52,915.77,24.51,79.7,78.29,76.86,989.8,817.8,894.36,832.2,747.6
2026-05-07,AZN.ST,1708,1930.78,1652.97,1802.75,37.46,36.04,47.94,55.11,1925.5,1666,1791.88,1803.98,1719.29
2026-05-07,INVE-B.ST,377.95,386.02,364.64,360.61,7.16,57.24,63.39,74.17,387.05,364.05,375.33,363.87,339.38
2026-05-07,LUG.ST,670.2,822.79,580.37,682.25,27.49,46.48,47.78,62.37,790.4,594.2,701.58,725.55,723.15
2026-05-07,LUMI.ST,253.4,280.64,224.15,262.48,10.76,55.07,58.73,70.28,283.8,227.7,252.39,245.97,206
2026-05-07,NDA-SE.ST,172.3,174.72,168.69,164.07,2.83,54.86,54.83,67.37,175.95,167.35,171.7,169.3,168.27
2026-05-07,SAAB-B.ST,575.3,628.86,544.1,624.24,19.42,43.06,47.52,64.1,630.9,543.5,586.48,625.17,586.89
2026-05-07,SEB-A.ST,182.5,186.15,176.96,172.96,3.17,53.13,48.98,59.82,187,176.75,181.55,182,186.82
2026-05-07,SHB-B.ST,219.8,228.86,217.46,210.89,3.77,45.17,48.62,61.73,229.6,216.6,223.16,225.62,224.58
2026-05-07,SWED-A.ST,327.4,338.03,316.69,313.7,5.57,51.39,54.56,68.89,339.2,311.5,327.36,329.46,318.48
2026-05-07,VOLV-B.ST,332.2,330.82,311.78,309.11,7.56,59.47,58.32,60.53,334.9,312.1,321.3,321.3,302.24
