Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-07-28,ABB.ST,926.8,1057.5,909.49,1008.96,27.63,36.88,53.56,67.56,1058.5,915,983.5,992.67,862.66
2026-07-28,AZN.ST,1654.5,1894.87,1515.58,1759.63,53.25,43.97,45.35,52.63,1895.5,1587,1705.22,1721.59,1751.27
2026-07-28,INVE-B.ST,404.6,407.84,389.39,388.8,6.03,60.1,67.26,79.42,411.1,387.4,398.62,389.7,366.97
2026-07-28,LUG.ST,556.8,572.95,507.85,577.43,20.43,52.78,43.08,54.78,576.2,508.4,540.4,551.81,670.73
2026-07-28,LUMI.ST,242.7,256,219.53,225.08,9.62,50.06,52.1,64.59,259.8,215.9,237.77,250.44,240.61
2026-07-28,NDA-SE.ST,192.75,193.81,182.38,183.98,3.14,64.36,68.66,74.76,193.75,180.55,188.09,182.08,175.45
2026-07-28,SAAB-B.ST,616.6,626.34,506.45,541.56,23.19,67.25,56.75,64.09,630,507.7,566.4,539.14,596.46
2026-07-28,SEB-A.ST,219.5,225.74,189.37,209.35,3.98,74.56,72.86,73.1,220.9,191.55,207.56,195.43,190.5
2026-07-28,SHB-B.ST,230.6,241.5,222.78,238.98,4.57,49.99,53.12,63.83,241.2,222,232.14,230.25,229.56
2026-07-28,SWED-A.ST,373.2,374.69,358.21,355.59,6.7,61.54,68.92,77.19,375.9,350.1,366.45,353.47,339.92
2026-07-28,VOLV-B.ST,361.6,358.31,324.34,337.61,7.56,75.98,68.63,66.3,364.3,324.6,341.32,328.58,323.3
